,n_commits
2002-05-01,68
2002-06-01,76
2002-07-01,31
2002-08-01,24
2002-09-01,3
2002-10-01,57
2002-11-01,36
2002-12-01,33
2003-01-01,125
2003-02-01,145
2003-03-01,199
2003-04-01,97
2003-05-01,97
2003-06-01,49
2003-07-01,28
2003-08-01,83
2003-09-01,33
2003-10-01,57
2003-11-01,85
2003-12-01,29
2004-01-01,65
2004-02-01,15
2004-03-01,24
2004-04-01,8
2004-05-01,6
2004-06-01,79
2004-07-01,188
2004-08-01,137
2004-09-01,67
2004-10-01,14
2004-11-01,27
2004-12-01,18
2005-01-01,2
2005-02-01,4
2005-03-01,15
2005-04-01,39
2005-05-01,50
2005-06-01,54
2005-07-01,21
2005-08-01,44
2005-09-01,15
2005-10-01,34
2005-11-01,47
2005-12-01,45
2006-01-01,23
2006-02-01,6
2006-03-01,13
2006-04-01,12
2006-05-01,8
2006-06-01,0
2006-07-01,23
2006-08-01,61
2006-09-01,20
2006-10-01,5
2006-11-01,4
2006-12-01,15
2007-01-01,22
2007-02-01,15
2007-03-01,9
2007-04-01,19
2007-05-01,4
2007-06-01,74
2007-07-01,42
2007-08-01,51
2007-09-01,89
2007-10-01,62
2007-11-01,60
2007-12-01,7
2008-01-01,17
2008-02-01,17
2008-03-01,8
2008-04-01,14
2008-05-01,12
2008-06-01,19
2008-07-01,13
2008-08-01,30
2008-09-01,46
2008-10-01,10
2008-11-01,38
2008-12-01,7
2009-01-01,18
2009-02-01,32
2009-03-01,7
2009-04-01,7
2009-05-01,4
2009-06-01,29
2009-07-01,3
2009-08-01,15
2009-09-01,3
2009-10-01,3
2009-11-01,4
2009-12-01,3
2010-01-01,5
2010-02-01,3
2010-03-01,1
2010-04-01,24
2010-05-01,81
2010-06-01,33
2010-07-01,15
2010-08-01,8
2010-09-01,2
2010-10-01,1
2010-11-01,8
2010-12-01,1
2011-01-01,57
2011-02-01,34
2011-03-01,14
2011-04-01,5
2011-05-01,6
2011-06-01,5
2011-07-01,8
2011-08-01,4
2011-09-01,17
2011-10-01,24
2011-11-01,30
2011-12-01,4
2012-01-01,0
2012-02-01,7
2012-03-01,24
2012-04-01,20
2012-05-01,0
2012-06-01,1
2012-07-01,0
2012-08-01,0
2012-09-01,0
2012-10-01,0
2012-11-01,0
2012-12-01,0
2013-01-01,0
2013-02-01,0
2013-03-01,0
2013-04-01,0
2013-05-01,0
2013-06-01,0
2013-07-01,10
2013-08-01,10
2013-09-01,2
2013-10-01,0
2013-11-01,0
2013-12-01,0
2014-01-01,0
2014-02-01,0
2014-03-01,7
2014-04-01,0
2014-05-01,0
2014-06-01,6
2014-07-01,1
2014-08-01,2
2014-09-01,0
2014-10-01,5
2014-11-01,34
2014-12-01,109
2015-01-01,84
2015-02-01,16
2015-03-01,28
2015-04-01,51
2015-05-01,64
2015-06-01,16
2015-07-01,47
2015-08-01,66
2015-09-01,10
2015-10-01,2
2015-11-01,79
2015-12-01,5
2016-01-01,51
2016-02-01,104
2016-03-01,172
2016-04-01,136
2016-05-01,118
2016-06-01,39
2016-07-01,56
2016-08-01,200
2016-09-01,159
2016-10-01,65
2016-11-01,12
2016-12-01,149
2017-01-01,265
2017-02-01,152
2017-03-01,249
2017-04-01,265
2017-05-01,300
2017-06-01,98
2017-07-01,145
2017-08-01,123
2017-09-01,110
2017-10-01,56
2017-11-01,79
2017-12-01,88
2018-01-01,227
2018-02-01,248
2018-03-01,99
2018-04-01,99
2018-05-01,66
2018-06-01,38
2018-07-01,85
2018-08-01,144
2018-09-01,159
2018-10-01,173
2018-11-01,92
2018-12-01,83
2019-01-01,186
2019-02-01,125
2019-03-01,110
2019-04-01,55
2019-05-01,114
2019-06-01,147
2019-07-01,64
2019-08-01,39
2019-09-01,107
2019-10-01,27
2019-11-01,71
2019-12-01,29
2020-01-01,52
2020-02-01,55
2020-03-01,136
2020-04-01,81
2020-05-01,45
2020-06-01,39
2020-07-01,17
2020-08-01,29
2020-09-01,31
2020-10-01,52
2020-11-01,109
2020-12-01,61
2021-01-01,220
2021-02-01,66
2021-03-01,92
2021-04-01,59
2021-05-01,20
2021-06-01,30
2021-07-01,13
2021-08-01,14
2021-09-01,29
2021-10-01,129
2021-11-01,34
2021-12-01,95
2022-01-01,155
2022-02-01,228
2022-03-01,131
2022-04-01,142
2022-05-01,9
2022-06-01,172
2022-07-01,23
2022-08-01,62
2022-09-01,19
2022-10-01,152
2022-11-01,310
2022-12-01,150
2023-01-01,91
2023-02-01,3
2023-03-01,9
2023-04-01,123
2023-05-01,16
2023-06-01,52
2023-07-01,36
2023-08-01,62
2023-09-01,40
2023-10-01,67
2023-11-01,142
2023-12-01,25
2024-01-01,21
2024-02-01,21
2024-03-01,22
2024-04-01,35
2024-05-01,10
2024-06-01,47
2024-07-01,7
2024-08-01,26
2024-09-01,63
2024-10-01,75
2024-11-01,209
2024-12-01,422
2025-01-01,159
2025-02-01,38
2025-03-01,99
2025-04-01,24
2025-05-01,7
2025-06-01,21
2025-07-01,46
2025-08-01,77
