,n_commits
2021-02-01,2
2021-03-01,138
2021-04-01,37
2021-05-01,66
2021-06-01,17
2021-07-01,18
2021-08-01,25
2021-09-01,37
2021-10-01,21
2021-11-01,20
2021-12-01,17
2022-01-01,0
2022-02-01,2
2022-03-01,18
2022-04-01,4
2022-05-01,14
2022-06-01,13
2022-07-01,1
2022-08-01,13
2022-09-01,28
2022-10-01,4
2022-11-01,6
2022-12-01,0
2023-01-01,12
2023-02-01,17
2023-03-01,22
2023-04-01,6
2023-05-01,9
2023-06-01,5
2023-07-01,7
2023-08-01,6
2023-09-01,2
2023-10-01,1
2023-11-01,21
2023-12-01,3
2024-01-01,22
2024-02-01,15
2024-03-01,20
2024-04-01,15
2024-05-01,4
2024-06-01,8
2024-07-01,3
2024-08-01,13
2024-09-01,2
2024-10-01,8
2024-11-01,3
2024-12-01,5
2025-01-01,11
2025-02-01,2
2025-03-01,2
2025-04-01,0
2025-05-01,12
2025-06-01,17
2025-07-01,3
2025-08-01,2
