,apache/struts,spring-projects/spring-boot,playframework/playframework
2016-10-21,0.012120901872454681,3.46457295292699,-0.4821750885415482
2016-10-22,0.25250551725707004,13.215259766113805,1.1565611751947156
2016-10-23,0.06738447887516213,11.730419425295203,1.3326109708097287
2016-10-24,-0.130049427797875,37.44465537050941,1.7863688675024076
2016-10-25,-0.16851096625941347,-7.5793830910290545,1.5027150213485616
2016-10-26,-0.08884063658908381,8.735177348531385,-0.6071750885415482
2016-10-27,0.055390132641685436,-4.010701772347735,-0.6889058577723173
2016-10-28,2.012120901872455,6.46457295292699,6.517824911458452
2016-10-29,0.25250551725707004,9.215259766113805,3.1565611751947156
2016-10-30,0.06738447887516213,21.730419425295203,1.3326109708097287
2016-10-31,-0.130049427797875,17.44465537050941,0.7863688675024078
2016-11-01,0.8314890337405865,27.420616908970946,-0.49728497865143845
2016-11-02,-0.08884063658908381,-1.2648226514686147,3.392824911458452
2016-11-03,0.055390132641685436,40.98929822765226,0.3110941422276827
2016-11-04,0.012120901872454681,11.464572952926991,1.5178249114584519
2016-11-05,0.25250551725707004,22.215259766113803,2.1565611751947156
2016-11-06,0.06738447887516213,22.730419425295203,2.3326109708097285
2016-11-07,3.869950572202125,0.44465537050940807,-0.21363113249759225
2016-11-08,-0.16851096625941347,31.420616908970946,1.5027150213485616
2016-11-09,-0.08884063658908381,-1.2648226514686147,-0.6071750885415482
2016-11-10,1.0553901326416855,-4.010701772347735,4.311094142227683
2016-11-11,4.012120901872454,10.464572952926991,1.5178249114584519
2016-11-12,4.25250551725707,13.215259766113805,4.156561175194716
2016-11-13,1.067384478875162,10.730419425295203,2.3326109708097285
2016-11-14,-0.130049427797875,-2.555344629490592,1.7863688675024076
2016-11-15,-0.16851096625941347,8.420616908970946,-0.49728497865143845
2016-11-16,5.911159363410916,17.735177348531387,1.3928249114584519
2016-11-17,0.055390132641685436,8.989298227652265,2.3110941422276827
2016-11-18,1.0121209018724546,19.46457295292699,1.5178249114584519
2016-11-19,0.25250551725707004,11.215259766113805,5.156561175194716
2016-11-20,1.067384478875162,13.730419425295203,1.3326109708097287
2016-11-21,3.869950572202125,10.444655370509409,-0.21363113249759225
2016-11-22,6.831489033740587,31.420616908970946,-0.49728497865143845
2016-11-23,3.911159363410916,10.735177348531385,0.3928249114584518
2016-11-24,2.0553901326416852,19.989298227652263,-0.6889058577723173
2016-11-25,0.012120901872454681,14.464572952926991,-0.4821750885415482
2016-11-26,0.25250551725707004,9.215259766113805,1.1565611751947156
2016-11-27,3.0673844788751623,10.730419425295203,2.3326109708097285
2016-11-28,3.869950572202125,21.44465537050941,-0.21363113249759225
2016-11-29,-0.16851096625941347,24.420616908970946,-0.49728497865143845
2016-11-30,2.911159363410916,26.735177348531387,0.3928249114584518
2016-12-01,8.055390132641685,31.989298227652263,4.311094142227683
