,jenkinsci/jenkins,buildbot/buildbot,hudson/hudson-2.x
2007-11-05,5.434530445400011,-0.7498715483963931,6.185543364502992
2007-11-06,20.105546928916493,-0.08572319674804148,20.452713694173323
2007-11-07,4.89144370122631,0.24167434532341364,4.273415637157873
2007-11-08,4.225052423421989,-0.04794847147331627,3.4231807271403545
2007-11-09,4.872030445400011,0.2700460340211893,4.817411496371124
2007-11-10,4.7909864893560545,0.2961449351200905,10.201340067799695
2007-11-11,7.680409566279131,0.07567790215305745,7.64639501285464
2007-11-12,0.4345304454000106,-0.7498715483963931,1.1855433645029918
2007-11-13,13.105546928916494,-0.08572319674804148,13.45271369417332
2007-11-14,6.89144370122631,0.24167434532341364,6.273415637157873
2007-11-15,1.2250524234219886,-0.04794847147331627,0.4231807271403545
2007-11-16,1.8720304454000107,0.2700460340211893,1.8174114963711239
2007-11-17,1.7909864893560545,0.2961449351200905,2.201340067799695
2007-11-18,2.6804095662791316,0.07567790215305745,2.6463950128546405
2007-11-19,7.434530445400011,-0.7498715483963931,13.185543364502992
2007-11-20,-0.8944530710835059,-0.08572319674804148,-0.5472863058266785
2007-11-21,7.89144370122631,9.241674345323414,7.273415637157873
2007-11-22,3.225052423421989,3.9520515285266837,5.4231807271403545
2007-11-23,2.8720304454000107,0.2700460340211893,2.8174114963711236
2007-11-24,0.7909864893560544,0.2961449351200905,1.201340067799695
2007-11-25,2.6804095662791316,0.07567790215305745,2.6463950128546405
2007-11-26,8.43453044540001,-0.7498715483963931,9.185543364502992
2007-11-27,11.105546928916494,-0.08572319674804148,11.45271369417332
2007-11-28,1.89144370122631,4.241674345323414,1.273415637157873
2007-11-29,5.225052423421989,2.9520515285266837,4.4231807271403545
2007-11-30,16.87203044540001,0.2700460340211893,16.817411496371125
2007-12-01,5.7909864893560545,1.2961449351200904,6.201340067799695
2007-12-02,5.680409566279131,0.07567790215305745,5.64639501285464
2007-12-03,4.434530445400011,-0.7498715483963931,5.185543364502992
2007-12-04,0.10554692891649409,-0.08572319674804148,0.4527136941733215
2007-12-05,10.89144370122631,0.24167434532341364,10.273415637157873
2007-12-06,7.225052423421989,-0.04794847147331627,6.4231807271403545
2007-12-07,-0.12796955459998935,0.2700460340211893,-0.18258850362887616
2007-12-08,4.7909864893560545,0.2961449351200905,5.201340067799695
2007-12-09,2.6804095662791316,2.0756779021530574,2.6463950128546405
