,n_commits
2010-09-01,44.0
2010-10-01,30.0
2010-11-01,4.0
2010-12-01,1.0
2011-01-01,5.0
2011-02-01,59.0
2011-03-01,57.0
2011-04-01,179.0
2011-05-01,157.0
2011-06-01,244.0
2011-07-01,81.0
2011-08-01,64.0
2011-09-01,53.0
2011-10-01,129.0
2011-11-01,188.0
2011-12-01,118.0
2012-01-01,142.0
2012-02-01,206.0
2012-03-01,50.0
2012-04-01,67.0
2012-05-01,50.0
2012-06-01,6.0
2012-07-01,41.0
2012-08-01,39.0
2012-09-01,43.0
2012-10-01,85.0
2012-11-01,37.0
2012-12-01,104.0
2013-01-01,56.0
2013-02-01,244.0
2013-03-01,132.0
2013-04-01,168.0
2013-05-01,243.0
2013-06-01,220.0
2013-07-01,305.0
2013-08-01,299.0
2013-09-01,242.0
2013-10-01,111.0
2013-11-01,161.0
2013-12-01,67.0
2014-01-01,91.0
2014-02-01,160.0
2014-03-01,95.0
2014-04-01,81.0
2014-05-01,90.0
2014-06-01,67.0
2014-07-01,90.0
2014-08-01,141.0
2014-09-01,81.0
2014-10-01,80.0
2014-11-01,127.0
2014-12-01,156.0
2015-01-01,113.0
2015-02-01,144.0
2015-03-01,74.0
2015-04-01,54.0
2015-05-01,104.0
2015-06-01,64.0
2015-07-01,89.0
2015-08-01,47.0
2015-09-01,24.0
2015-10-01,61.0
2015-11-01,31.0
2015-12-01,31.0
2016-01-01,50.0
2016-02-01,44.0
2016-03-01,52.0
2016-04-01,35.0
2016-05-01,23.0
2016-06-01,32.0
2016-07-01,25.0
2016-08-01,23.0
2016-09-01,38.0
2016-10-01,21.0
2016-11-01,13.0
2016-12-01,35.0
2017-01-01,54.0
2017-02-01,40.0
2017-03-01,52.0
2017-04-01,26.0
2017-05-01,39.0
2017-06-01,39.0
2017-07-01,40.0
2017-08-01,37.0
2017-09-01,16.0
2017-10-01,28.0
2017-11-01,11.0
2017-12-01,29.0
2018-01-01,22.0
2018-02-01,15.0
2018-03-01,21.0
2018-04-01,27.0
2018-05-01,28.0
2018-06-01,13.0
2018-07-01,15.0
2018-08-01,8.0
2018-09-01,4.0
2018-10-01,8.0
2018-11-01,11.0
2018-12-01,84.0
2019-01-01,40.0
2019-02-01,65.0
2019-03-01,68.0
2019-04-01,91.0
2019-05-01,40.0
2019-06-01,20.0
2019-07-01,69.0
2019-08-01,81.0
2019-09-01,16.0
2019-10-01,23.0
2019-11-01,13.0
2019-12-01,23.0
2020-01-01,13.0
2020-02-01,30.0
2020-03-01,50.0
2020-04-01,42.0
2020-05-01,41.0
2020-06-01,47.0
2020-07-01,14.0
2020-08-01,20.0
2020-09-01,30.0
2020-10-01,91.0
2020-11-01,38.0
2020-12-01,26.0
2021-01-01,61.0
2021-02-01,50.0
2021-03-01,58.0
2021-04-01,55.0
2021-05-01,31.0
2021-06-01,9.0
2021-07-01,6.0
2021-08-01,36.0
2021-09-01,9.0
2021-10-01,29.0
2021-11-01,28.0
2021-12-01,38.0
2022-01-01,26.0
2022-02-01,35.0
2022-03-01,18.0
2022-04-01,35.0
2022-05-01,14.0
2022-06-01,14.0
2022-07-01,2.0
2022-08-01,68.0
2022-09-01,25.0
2022-10-01,16.0
2022-11-01,52.0
2022-12-01,81.0
2023-01-01,37.0
2023-02-01,48.0
2023-03-01,74.0
2023-04-01,72.0
2023-05-01,101.0
2023-06-01,30.0
2023-07-01,79.0
2023-08-01,107.0
2023-09-01,60.0
2023-10-01,60.0
2023-11-01,47.0
2023-12-01,30.0
2024-01-01,100.0
2024-02-01,72.0
2024-03-01,64.0
2024-04-01,56.0
2024-05-01,45.0
2024-06-01,35.0
2024-07-01,79.0
2024-08-01,81.0
2024-09-01,63.0
2024-10-01,43.0
2024-11-01,56.0
2024-12-01,57.0
2025-01-01,27.0
2025-02-01,104.0
2025-03-01,67.0
2025-04-01,43.0
2025-05-01,14.0
2025-06-01,20.0
2025-07-01,18.0
2025-08-01,17.0
