,n_commits
2017-12-01,1
2018-01-01,77
2018-02-01,247
2018-03-01,55
2018-04-01,4
2018-05-01,0
2018-06-01,0
2018-07-01,86
2018-08-01,63
2018-09-01,3
2018-10-01,3
2018-11-01,0
2018-12-01,0
2019-01-01,0
2019-02-01,164
2019-03-01,163
2019-04-01,3
2019-05-01,83
2019-06-01,237
2019-07-01,21
2019-08-01,23
2019-09-01,123
2019-10-01,92
2019-11-01,151
2019-12-01,191
2020-01-01,254
2020-02-01,93
2020-03-01,37
2020-04-01,45
2020-05-01,121
2020-06-01,137
2020-07-01,29
2020-08-01,14
2020-09-01,59
2020-10-01,202
2020-11-01,83
2020-12-01,130
2021-01-01,83
2021-02-01,143
2021-03-01,223
2021-04-01,208
2021-05-01,151
2021-06-01,85
2021-07-01,135
2021-08-01,171
2021-09-01,100
2021-10-01,140
2021-11-01,58
2021-12-01,244
2022-01-01,344
2022-02-01,79
2022-03-01,123
2022-04-01,224
2022-05-01,170
2022-06-01,151
2022-07-01,240
2022-08-01,157
2022-09-01,139
2022-10-01,52
2022-11-01,80
2022-12-01,62
2023-01-01,84
2023-02-01,86
2023-03-01,229
2023-04-01,231
2023-05-01,57
2023-06-01,8
2023-07-01,72
2023-08-01,90
2023-09-01,35
2023-10-01,45
2023-11-01,20
2023-12-01,18
2024-01-01,184
2024-02-01,129
2024-03-01,5
2024-04-01,15
2024-05-01,130
2024-06-01,24
2024-07-01,37
2024-08-01,3
2024-09-01,67
2024-10-01,5
2024-11-01,15
2024-12-01,5
2025-01-01,10
2025-02-01,154
2025-03-01,69
2025-04-01,20
2025-05-01,69
2025-06-01,12
2025-07-01,10
