,n_commits
2013-10-01,33
2013-11-01,29
2013-12-01,2
2014-01-01,8
2014-02-01,18
2014-03-01,21
2014-04-01,53
2014-05-01,22
2014-06-01,73
2014-07-01,111
2014-08-01,35
2014-09-01,11
2014-10-01,194
2014-11-01,91
2014-12-01,125
2015-01-01,296
2015-02-01,22
2015-03-01,136
2015-04-01,129
2015-05-01,195
2015-06-01,121
2015-07-01,51
2015-08-01,93
2015-09-01,215
2015-10-01,261
2015-11-01,110
2015-12-01,136
2016-01-01,230
2016-02-01,89
2016-03-01,73
2016-04-01,12
2016-05-01,40
2016-06-01,64
2016-07-01,152
2016-08-01,241
2016-09-01,160
2016-10-01,138
2016-11-01,156
2016-12-01,99
2017-01-01,80
2017-02-01,257
2017-03-01,182
2017-04-01,129
2017-05-01,99
2017-06-01,103
2017-07-01,120
2017-08-01,51
2017-09-01,34
2017-10-01,151
2017-11-01,170
2017-12-01,65
2018-01-01,49
2018-02-01,123
2018-03-01,98
2018-04-01,52
2018-05-01,62
2018-06-01,64
2018-07-01,28
2018-08-01,32
2018-09-01,43
2018-10-01,102
2018-11-01,38
2018-12-01,48
2019-01-01,83
2019-02-01,9
2019-03-01,7
2019-04-01,11
2019-05-01,66
2019-06-01,24
2019-07-01,55
2019-08-01,63
2019-09-01,71
2019-10-01,144
2019-11-01,35
2019-12-01,2
2020-01-01,34
2020-02-01,6
2020-03-01,20
2020-04-01,10
2020-05-01,4
2020-06-01,0
2020-07-01,1
2020-08-01,1
2020-09-01,2
2020-10-01,283
2020-11-01,59
2020-12-01,14
2021-01-01,10
2021-02-01,40
2021-03-01,23
2021-04-01,7
2021-05-01,19
2021-06-01,23
2021-07-01,10
2021-08-01,9
2021-09-01,14
2021-10-01,148
2021-11-01,128
2021-12-01,48
2022-01-01,21
2022-02-01,3
2022-03-01,3
2022-04-01,15
2022-05-01,7
2022-06-01,1
2022-07-01,5
2022-08-01,40
2022-09-01,185
2022-10-01,9
2022-11-01,16
2022-12-01,8
2023-01-01,4
2023-02-01,22
2023-03-01,3
2023-04-01,8
2023-05-01,20
2023-06-01,2
2023-07-01,37
2023-08-01,30
2023-09-01,12
2023-10-01,39
2023-11-01,69
2023-12-01,12
2024-01-01,59
2024-02-01,23
2024-03-01,11
2024-04-01,51
2024-05-01,3
2024-06-01,1
2024-07-01,41
2024-08-01,148
2024-09-01,198
2024-10-01,106
2024-11-01,253
2024-12-01,51
2025-01-01,11
2025-02-01,45
2025-03-01,24
2025-04-01,51
2025-05-01,124
2025-06-01,56
2025-07-01,28
2025-08-01,4
