,n_commits
2014-08-01,40
2014-09-01,6
2014-10-01,17
2014-11-01,21
2014-12-01,11
2015-01-01,88
2015-02-01,108
2015-03-01,91
2015-04-01,93
2015-05-01,50
2015-06-01,138
2015-07-01,110
2015-08-01,76
2015-09-01,159
2015-10-01,44
2015-11-01,102
2015-12-01,151
2016-01-01,100
2016-02-01,133
2016-03-01,102
2016-04-01,14
2016-05-01,40
2016-06-01,21
2016-07-01,19
2016-08-01,39
2016-09-01,50
2016-10-01,19
2016-11-01,22
2016-12-01,26
2017-01-01,64
2017-02-01,67
2017-03-01,53
2017-04-01,14
2017-05-01,28
2017-06-01,24
2017-07-01,30
2017-08-01,56
2017-09-01,13
2017-10-01,29
2017-11-01,30
2017-12-01,40
2018-01-01,21
2018-02-01,16
2018-03-01,22
2018-04-01,29
2018-05-01,14
2018-06-01,8
2018-07-01,15
2018-08-01,12
2018-09-01,6
2018-10-01,0
2018-11-01,4
