,n_commits
2017-08-01,8
2017-09-01,23
2017-10-01,33
2017-11-01,59
2017-12-01,27
2018-01-01,16
2018-02-01,43
2018-03-01,134
2018-04-01,97
2018-05-01,83
2018-06-01,135
2018-07-01,26
2018-08-01,110
2018-09-01,113
2018-10-01,306
2018-11-01,369
2018-12-01,110
2019-01-01,89
2019-02-01,63
2019-03-01,145
2019-04-01,333
2019-05-01,273
2019-06-01,322
2019-07-01,244
2019-08-01,365
2019-09-01,49
2019-10-01,51
2019-11-01,72
2019-12-01,259
2020-01-01,171
2020-02-01,214
2020-03-01,120
2020-04-01,168
2020-05-01,84
2020-06-01,74
2020-07-01,117
2020-08-01,82
2020-09-01,54
2020-10-01,59
2020-11-01,74
2020-12-01,43
2021-01-01,78
2021-02-01,84
2021-03-01,68
2021-04-01,57
2021-05-01,33
2021-06-01,53
2021-07-01,39
2021-08-01,55
2021-09-01,33
2021-10-01,54
2021-11-01,32
2021-12-01,34
2022-01-01,22
2022-02-01,30
2022-03-01,24
2022-04-01,22
2022-05-01,27
2022-06-01,63
2022-07-01,57
2022-08-01,72
2022-09-01,51
2022-10-01,87
2022-11-01,40
2022-12-01,60
2023-01-01,87
2023-02-01,77
2023-03-01,82
2023-04-01,61
2023-05-01,70
2023-06-01,79
2023-07-01,50
2023-08-01,45
2023-09-01,57
2023-10-01,49
2023-11-01,34
2023-12-01,82
2024-01-01,111
2024-02-01,80
2024-03-01,44
2024-04-01,42
2024-05-01,99
2024-06-01,69
2024-07-01,27
2024-08-01,38
2024-09-01,75
2024-10-01,108
2024-11-01,89
2024-12-01,95
2025-01-01,90
2025-02-01,82
2025-03-01,114
2025-04-01,61
2025-05-01,104
2025-06-01,101
2025-07-01,96
2025-08-01,81
