,kubernetes/kubernetes,hashicorp/nomad,apache/mesos
2015-09-01,47.3452911336222,11.467433145692217,19.209773183702563
2015-09-02,43.863333371762465,9.620280011611815,-2.1928780516349597
2015-09-03,34.28636481473861,9.751405009288256,-2.276426046962807
2015-09-04,45.18869094607845,10.963433507140593,0.36372198782409093
2015-09-05,35.13366292785007,15.283598234284401,3.705812999110052
2015-09-06,42.943553032548174,16.833137888579103,6.428490590444452
2015-09-07,41.4172486120563,16.147757603701677,5.0024918555535
2015-09-08,31.834860323056574,16.10410630479303,6.27414136939576
2015-09-09,40.672907426470616,24.202981348017474,5.1058087644915275
2015-09-10,52.36697805903175,24.724944159660282,10.627260662740948
2015-09-11,47.79344138026416,25.114964438833145,9.005480337893767
2015-09-12,59.86306415627969,33.54024933416579,9.286689067829357
2015-09-13,54.42007468992709,16.160336182947262,6.151621095511827
2015-09-14,53.50384882035349,23.7859946921125,35.54223578507466
2015-09-15,54.38517756009558,39.19884943186094,11.2683503807769
2015-09-16,57.21439056186527,19.383425004431366,17.694371607632608
2015-09-17,70.54460634086266,12.75880736398051,11.64327073756537
2015-09-18,38.20672090112487,6.383225103026708,12.930310224026428
2015-09-19,56.95915075956888,24.86184072393852,10.503353333649681
2015-09-20,52.773480848932245,33.675872776068424,11.742030528259118
2015-09-21,61.18773011671139,11.742108406663888,10.122461618439237
2015-09-22,62.22326986108399,77.66230641834404,10.213310738297457
2015-09-23,53.76317000589165,98.87232914274975,13.973446616604043
2015-09-24,43.819680023247756,60.46469376739415,12.14632356714277
2015-09-25,58.1315710730408,53.3018961667303,24.165103559566283
2015-09-26,58.30261600114939,38.752194561198415,7.27194733103217
2015-09-27,54.26245635210802,31.677865783769484,24.864495222140235
2015-09-28,20.079946501391476,31.737018868461043,13.587369225650441
2015-09-29,46.627153339445634,2.190662769791164,11.904216188889562
2015-09-30,86.00847419266107,16.999735247426706,6.252137571122095
2015-10-01,56.1903963041548,23.10134347397708,-2.0458265838737253
2015-10-02,65.72074609891203,22.038648637219257,-5.307533236318601
2015-10-03,42.76824654929747,18.011419966337762,8.10354604107059
2015-10-04,59.709912096397275,14.749009383827335,8.927340376924677
2015-10-05,66.26531387156031,-3.520771539373161,8.132222659517138
2015-10-06,61.091647860107805,19.477697426542704,0.8084661660352657
2015-10-07,69.16524764033777,22.206839950276446,3.183137488567444
2015-10-08,66.18888724630072,25.84588087870321,5.359307185671165
2015-10-09,66.02237517556605,13.553923477674651,4.636846509440442
2015-10-10,72.5307790916832,21.244499669541227,6.451713482047459
2015-10-11,52.967413753991224,43.41843056497824,3.6171434237916484
2015-10-12,73.41354920516125,13.972567517425663,3.3145147082313744
2015-10-13,66.15121361332093,6.230299597741694,9.77791618507275
2015-10-14,52.879859503776274,7.7835165320174955,20.472239249379324
2015-10-15,62.08650779933611,7.653843123093447,9.016795683697806
2015-10-16,56.081774590533996,19.838838830652712,8.695519079784738
2015-10-17,47.71119577151302,9.613777368037965,8.447909893410039
2015-10-18,56.67436353163428,8.628576718563478,23.522310695165878
2015-10-19,45.73100841756736,3.6107321225867803,6.9038868369471675
2015-10-20,41.77865411384282,4.099214973552969,9.400432771225997
2015-10-21,66.40800201879405,8.37352621544091,6.013596547017259
2015-10-22,36.367679698440405,7.472222909847139,2.220012204599444
2015-10-23,38.70885658961388,11.405357698570642,3.5048091473884946
2015-10-24,55.62062199508395,4.478082694899022,3.978393448986714
2015-10-25,48.90464235666833,17.297597160982342,5.3578630323571765
2015-10-26,36.416798850167396,19.727303825012427,5.36148233926245
2015-10-27,48.10738466229053,6.720336161553354,0.14209297829022782
