,n_commits
2010-11-01,2
2010-12-01,0
2011-01-01,7
2011-02-01,2
2011-03-01,2
2011-04-01,1
2011-05-01,0
2011-06-01,0
2011-07-01,0
2011-08-01,1
2011-09-01,2
2011-10-01,0
2011-11-01,0
2011-12-01,0
2012-01-01,0
2012-02-01,0
2012-03-01,0
2012-04-01,0
2012-05-01,0
2012-06-01,0
2012-07-01,0
2012-08-01,0
2012-09-01,0
2012-10-01,0
2012-11-01,0
2012-12-01,0
2013-01-01,0
2013-02-01,0
2013-03-01,0
2013-04-01,0
2013-05-01,0
2013-06-01,0
2013-07-01,0
2013-08-01,0
2013-09-01,0
2013-10-01,0
2013-11-01,0
2013-12-01,8
2014-01-01,0
2014-02-01,0
2014-03-01,0
2014-04-01,0
2014-05-01,0
2014-06-01,0
2014-07-01,0
2014-08-01,0
2014-09-01,0
2014-10-01,0
2014-11-01,1
2014-12-01,0
2015-01-01,0
2015-02-01,0
2015-03-01,0
2015-04-01,5
2015-05-01,2
2015-06-01,2
2015-07-01,1
2015-08-01,1
2015-09-01,2
2015-10-01,0
2015-11-01,1
2015-12-01,0
2016-01-01,2
2016-02-01,1
2016-03-01,1
2016-04-01,3
2016-05-01,3
2016-06-01,1
2016-07-01,2
2016-08-01,1
2016-09-01,1
2016-10-01,0
2016-11-01,2
2016-12-01,3
2017-01-01,1
2017-02-01,3
2017-03-01,4
2017-04-01,3
2017-05-01,1
2017-06-01,1
2017-07-01,1
2017-08-01,3
2017-09-01,2
2017-10-01,2
2017-11-01,1
2017-12-01,7
2018-01-01,2
2018-02-01,0
2018-03-01,1
2018-04-01,1
2018-05-01,5
2018-06-01,2
2018-07-01,2
2018-08-01,1
2018-09-01,1
2018-10-01,1
2018-11-01,4
2018-12-01,1
2019-01-01,5
2019-02-01,3
2019-03-01,2
2019-04-01,3
2019-05-01,3
2019-06-01,1
2019-07-01,3
2019-08-01,4
2019-09-01,3
2019-10-01,4
2019-11-01,1
2019-12-01,1
2020-01-01,1
2020-02-01,3
2020-03-01,3
2020-04-01,7
2020-05-01,11
2020-06-01,6
2020-07-01,3
2020-08-01,1
2020-09-01,3
2020-10-01,5
2020-11-01,1
2020-12-01,6
2021-01-01,11
2021-02-01,8
2021-03-01,85
2021-04-01,41
2021-05-01,20
2021-06-01,6
2021-07-01,23
2021-08-01,24
2021-09-01,54
2021-10-01,60
2021-11-01,128
2021-12-01,27
2022-01-01,56
2022-02-01,82
2022-03-01,37
2022-04-01,30
2022-05-01,8
2022-06-01,16
2022-07-01,28
2022-08-01,16
2022-09-01,43
2022-10-01,15
2022-11-01,20
2022-12-01,13
2023-01-01,20
2023-02-01,19
2023-03-01,58
2023-04-01,31
2023-05-01,38
2023-06-01,12
2023-07-01,36
2023-08-01,35
2023-09-01,34
2023-10-01,52
2023-11-01,65
2023-12-01,18
2024-01-01,13
2024-02-01,63
2024-03-01,16
2024-04-01,25
2024-05-01,70
2024-06-01,48
2024-07-01,28
2024-08-01,20
2024-09-01,25
2024-10-01,42
2024-11-01,62
2024-12-01,31
2025-01-01,46
2025-02-01,37
2025-03-01,39
2025-04-01,19
2025-05-01,53
2025-06-01,66
2025-07-01,18
2025-08-01,35
