,n_commits
2014-07-01,100
2014-08-01,72
2014-09-01,52
2014-10-01,54
2014-11-01,31
2014-12-01,29
2015-01-01,8
2015-02-01,9
2015-03-01,31
2015-04-01,15
2015-05-01,13
2015-06-01,13
2015-07-01,22
2015-08-01,47
2015-09-01,12
2015-10-01,9
2015-11-01,7
2015-12-01,16
2016-01-01,18
2016-02-01,17
2016-03-01,4
2016-04-01,8
2016-05-01,11
2016-06-01,20
2016-07-01,2
2016-08-01,9
2016-09-01,15
2016-10-01,2
2016-11-01,7
2016-12-01,19
2017-01-01,11
2017-02-01,12
2017-03-01,6
2017-04-01,10
2017-05-01,15
2017-06-01,10
2017-07-01,12
2017-08-01,4
2017-09-01,12
2017-10-01,8
2017-11-01,33
2017-12-01,32
2018-01-01,27
2018-02-01,14
2018-03-01,10
2018-04-01,17
2018-05-01,6
2018-06-01,8
2018-07-01,8
2018-08-01,25
2018-09-01,16
2018-10-01,37
2018-11-01,50
2018-12-01,31
2019-01-01,10
2019-02-01,12
2019-03-01,39
2019-04-01,25
2019-05-01,23
2019-06-01,4
2019-07-01,9
2019-08-01,16
2019-09-01,18
2019-10-01,10
2019-11-01,4
2019-12-01,6
2020-01-01,11
2020-02-01,8
2020-03-01,19
2020-04-01,3
2020-05-01,5
2020-06-01,6
2020-07-01,8
2020-08-01,8
2020-09-01,5
2020-10-01,9
2020-11-01,3
2020-12-01,18
2021-01-01,6
2021-02-01,18
2021-03-01,2
2021-04-01,7
2021-05-01,15
2021-06-01,5
2021-07-01,10
2021-08-01,15
2021-09-01,12
2021-10-01,9
2021-11-01,8
2021-12-01,1
2022-01-01,9
2022-02-01,2
2022-03-01,2
2022-04-01,12
2022-05-01,14
2022-06-01,7
2022-07-01,2
2022-08-01,8
2022-09-01,10
2022-10-01,6
2022-11-01,16
2022-12-01,8
2023-01-01,12
2023-02-01,31
2023-03-01,41
2023-04-01,8
2023-05-01,8
2023-06-01,9
2023-07-01,7
2023-08-01,11
2023-09-01,16
2023-10-01,21
2023-11-01,22
2023-12-01,31
2024-01-01,14
2024-02-01,9
2024-03-01,13
2024-04-01,12
2024-05-01,2
2024-06-01,8
2024-07-01,4
2024-08-01,2
2024-09-01,10
2024-10-01,13
2024-11-01,8
2024-12-01,18
2025-01-01,11
2025-02-01,6
2025-03-01,6
2025-04-01,4
2025-05-01,6
2025-06-01,4
2025-07-01,7
2025-08-01,3
