,angular/angular.js,facebook/react,jquery/jquery
2013-06-29,1.1929220077993254,4.8386294166000665,-0.08172193983604187
2013-06-30,0.6531066371558738,4.7075460463653025,-0.07872448497036046
2013-07-01,2.302530028717932,3.8873636899170982,3.6168772343397944
2013-07-02,10.33432336813363,6.1428249229601795,2.9285388448591227
2013-07-03,12.447593053597949,5.807430073984936,-0.06260480571158666
2013-07-04,-0.6521137165727452,4.914556671592518,5.497107721579038
2013-07-05,1.1515391805963315,3.5353424859102676,-0.064531822678911
2013-07-06,1.7120503894474988,5.060721304336952,-0.050476155571656696
2013-07-07,1.8281753216060879,6.011340895797254,-0.04647322806570202
2013-07-08,2.2335827684682,7.941959609042084,-0.03581398242511935
2013-07-09,4.252865628364276,2.697343742184414,-0.03933004753723179
2013-07-10,4.163358189331223,3.3191015323282267,0.29948124151260846
2013-07-11,7.19967875444343,2.107984713279191,3.6501699803795784
2013-07-12,8.140798198824813,4.83996138485345,-0.02191308776424859
2013-07-13,4.164142489080557,3.317287505667156,-0.01850666545390316
2013-07-14,7.08369781896244,3.194893780404492,-0.013141514437472445
2013-07-15,4.055313055767506,44.84363777080483,-0.6927560634202319
2013-07-16,3.1440838787657848,16.17936827570812,-0.006763734191752739
2013-07-17,-2.116862991682326,49.70132880985091,-1.339049676519576
2013-07-18,5.246327095161914,6.46517737148764,1.8024977936812618
2013-07-19,2.1406507861187514,14.234590673013575,2.0226929711592
2013-07-20,4.282142895279136,5.555782696469266,0.013994777918813945
2013-07-21,4.285150205788175,2.342554313604394,0.020477594587576038
2013-07-22,3.6861718680189406,0.9196819173961504,2.646787540424516
2013-07-23,5.161636845890414,10.834522154075128,0.021824781566415114
2013-07-24,4.596704574869154,2.1837453718312028,0.014319972895779687
2013-07-25,5.464546383161599,4.838597851623129,2.9430402526242325
2013-07-26,7.442520822914446,5.50984676479477,0.04767836385454298
2013-07-27,20.945069054214517,1.813270758987121,0.04307681733398688
2013-07-28,3.182059864857679,4.424846141972869,0.06363573126654534
2013-07-29,3.5061093152920657,2.9189551321076523,0.026437323023945317
2013-07-30,5.761967862546479,1.732320099996103,0.0382901599565498
2013-07-31,9.492635851579067,1.3582677630817195,-0.5327408559452883
2013-08-01,-1.2526754816051198,2.0345649863983795,0.08913252956828689
2013-08-02,1.600658159374476,-0.9176785090083693,0.1343113803505489
2013-08-03,14.802292466588419,1.4035799357734484,0.18884284600950405
2013-08-04,3.278280086660015,1.7304612829119876,0.2087488502787898
2013-08-05,2.597062269085396,1.1650668131142026,0.20403624395173375
2013-08-06,2.667827890658674,2.136103506403103,-0.4778455777889791
