,n_commits
2016-02-01,3
2016-03-01,0
2016-04-01,0
2016-05-01,3
2016-06-01,47
2016-07-01,68
2016-08-01,59
2016-09-01,130
2016-10-01,151
2016-11-01,59
2016-12-01,52
2017-01-01,44
2017-02-01,18
2017-03-01,52
2017-04-01,84
2017-05-01,49
2017-06-01,44
2017-07-01,26
2017-08-01,111
2017-09-01,82
2017-10-01,130
2017-11-01,71
2017-12-01,91
2018-01-01,57
2018-02-01,56
2018-03-01,48
2018-04-01,53
2018-05-01,41
2018-06-01,24
2018-07-01,82
2018-08-01,72
2018-09-01,46
2018-10-01,24
2018-11-01,64
2018-12-01,26
2019-01-01,7
2019-02-01,58
2019-03-01,84
2019-04-01,21
2019-05-01,11
2019-06-01,27
2019-07-01,15
2019-08-01,12
2019-09-01,53
2019-10-01,52
2019-11-01,48
2019-12-01,41
2020-01-01,81
2020-02-01,90
2020-03-01,56
2020-04-01,71
2020-05-01,38
2020-06-01,41
2020-07-01,39
2020-08-01,27
2020-09-01,26
2020-10-01,32
2020-11-01,30
2020-12-01,17
2021-01-01,28
2021-02-01,44
2021-03-01,34
2021-04-01,38
2021-05-01,44
2021-06-01,7
2021-07-01,24
2021-08-01,27
2021-09-01,18
2021-10-01,29
2021-11-01,12
2021-12-01,13
2022-01-01,8
2022-02-01,10
2022-03-01,12
2022-04-01,9
2022-05-01,1
2022-06-01,0
2022-07-01,0
2022-08-01,0
2022-09-01,0
2022-10-01,0
2022-11-01,0
2022-12-01,0
2023-01-01,0
2023-02-01,0
2023-03-01,13
2023-04-01,17
2023-05-01,11
2023-06-01,2
2023-07-01,3
2023-08-01,36
2023-09-01,8
2023-10-01,25
2023-11-01,14
2023-12-01,9
2024-01-01,29
2024-02-01,11
2024-03-01,21
2024-04-01,10
2024-05-01,0
2024-06-01,6
2024-07-01,2
2024-08-01,22
2024-09-01,0
2024-10-01,0
2024-11-01,5
2024-12-01,3
2025-01-01,10
2025-02-01,2
2025-03-01,1
2025-04-01,0
2025-05-01,3
2025-06-01,13
2025-07-01,18
2025-08-01,3
