,n_commits
2018-04-01,22
2018-05-01,14
2018-06-01,0
2018-07-01,25
2018-08-01,40
2018-09-01,27
2018-10-01,10
2018-11-01,24
2018-12-01,39
2019-01-01,49
2019-02-01,38
2019-03-01,21
2019-04-01,20
2019-05-01,17
2019-06-01,7
2019-07-01,0
2019-08-01,0
2019-09-01,23
2019-10-01,55
2019-11-01,2
2019-12-01,52
2020-01-01,106
2020-02-01,48
2020-03-01,85
2020-04-01,205
2020-05-01,136
2020-06-01,225
2020-07-01,228
2020-08-01,126
2020-09-01,162
2020-10-01,228
2020-11-01,235
2020-12-01,163
2021-01-01,242
2021-02-01,70
2021-03-01,71
2021-04-01,91
2021-05-01,26
2021-06-01,18
2021-07-01,67
2021-08-01,60
2021-09-01,68
2021-10-01,81
2021-11-01,118
2021-12-01,106
2022-01-01,53
2022-02-01,130
2022-03-01,55
2022-04-01,98
2022-05-01,59
2022-06-01,33
2022-07-01,297
2022-08-01,241
2022-09-01,175
2022-10-01,142
2022-11-01,204
2022-12-01,234
2023-01-01,284
2023-02-01,231
2023-03-01,157
2023-04-01,149
2023-05-01,181
2023-06-01,236
2023-07-01,151
2023-08-01,179
2023-09-01,256
2023-10-01,929
2023-11-01,254
2023-12-01,159
2024-01-01,70
2024-02-01,331
2024-03-01,967
2024-04-01,672
2024-05-01,286
2024-06-01,169
2024-07-01,208
2024-08-01,254
2024-09-01,217
2024-10-01,198
2024-11-01,378
2024-12-01,341
2025-01-01,304
2025-02-01,279
2025-03-01,218
2025-04-01,131
2025-05-01,158
2025-06-01,182
2025-07-01,169
2025-08-01,122
