,facebook/react,angular/angular,jashkenas/backbone
2014-10-18,4.32833902791886,6.773132329855019,0.913134484563056
2014-10-19,5.986602333240988,6.524390525440945,0.6890448487087143
2014-10-20,5.773717179179364,-0.7700362837442682,0.5461877058515712
2014-10-21,2.4264859790069875,-4.128014532736172,2.2115615476960016
2014-10-22,4.083079385600394,-2.146726822940714,2.2115615476960016
2014-10-23,12.532820820635948,-2.3904056332821573,1.117616277280143
2014-10-24,5.868955274417459,-3.755849304234674,1.3108935882045125
2014-10-25,3.32833902791886,5.246413829379781,0.913134484563056
2014-10-26,6.986602333240988,6.929550931141082,0.6890448487087143
2014-10-27,6.773717179179364,6.438684990771592,-0.4538122941484288
2014-10-28,27.426485979006987,3.356963392792256,1.2115615476960016
2014-10-29,2.083079385600394,3.932898826822135,0.21156154769600155
2014-10-30,6.532820820635947,-0.486676805739944,2.117616277280143
2014-10-31,4.868955274417459,-3.6308706803352213,0.3108935882045125
2014-11-01,4.32833902791886,4.615212099593616,0.913134484563056
2014-11-02,4.986602333240988,6.486030133523691,0.6890448487087143
2014-11-03,1.773717179179364,-0.9307740279065313,22.546187705851573
2014-11-04,4.426485979006987,1.7400887941828818,0.2115615476960015
2014-11-05,2.083079385600394,7.179301693695574,-0.7884384523039984
2014-11-06,7.532820820635947,5.322211081613181,-0.882383722719857
2014-11-07,4.868955274417459,-2.2628237833836597,0.3108935882045125
2014-11-08,8.32833902791886,6.179089478970178,1.913134484563056
2014-11-09,4.986602333240988,6.079011368487754,0.6890448487087143
2014-11-10,-0.22628282082063608,-0.14611937915653117,-0.4538122941484288
2014-11-11,0.4264859790069875,-2.5052571597077433,1.2115615476960016
2014-11-12,-1.916920614399606,1.4264186237283871,5.211561547696002
2014-11-13,1.5328208206359468,-3.0633158548618176,3.117616277280143
2014-11-14,-0.13104472558254063,15.86939586341478,2.3108935882045127
2014-11-15,9.32833902791886,4.029905595223301,0.913134484563056
2014-11-16,8.986602333240988,5.809857024884627,2.6890448487087144
2014-11-17,18.773717179179364,-0.2781997304784076,-0.4538122941484288
2014-11-18,12.426485979006987,2.4308096372766324,0.2115615476960015
2014-11-19,6.083079385600394,-0.11200893674505052,-0.7884384523039984
2014-11-20,-0.4671791793640532,1.7948952371256823,-0.882383722719857
2014-11-21,6.868955274417459,-4.767027027978971,0.3108935882045125
2014-11-22,3.32833902791886,5.654115143031117,0.913134484563056
2014-11-23,4.986602333240988,7.374223594789315,0.6890448487087143
2014-11-24,4.773717179179364,1.0471933095575308,-0.4538122941484288
2014-11-25,10.426485979006987,5.576169418526632,0.2115615476960015
2014-11-26,6.083079385600394,2.7342681319268234,0.21156154769600155
2014-11-27,1.5328208206359468,-3.513921443788381,-0.882383722719857
2014-11-28,0.8689552744174593,-4.341875065521158,0.3108935882045125
2014-11-29,3.32833902791886,4.8517208781639285,1.913134484563056
2014-11-30,6.986602333240988,6.650107186758066,1.6890448487087144
2014-12-01,7.773717179179364,2.1870075127919058,0.5461877058515712
2014-12-02,5.426485979006987,-0.4604811232749313,0.2115615476960015
2014-12-03,5.083079385600394,5.3338558140940115,-0.7884384523039984
2014-12-04,-0.4671791793640532,2.5659247908069314,-0.882383722719857
2014-12-05,2.8689552744174596,-0.8296137955508467,0.3108935882045125
