,n_commits
2006-03-01,15
2006-04-01,8
2006-05-01,17
2006-06-01,64
2006-07-01,57
2006-08-01,76
2006-09-01,67
2006-10-01,76
2006-11-01,52
2006-12-01,63
2007-01-01,161
2007-02-01,51
2007-03-01,44
2007-04-01,27
2007-05-01,34
2007-06-01,24
2007-07-01,65
2007-08-01,46
2007-09-01,74
2007-10-01,16
2007-11-01,31
2007-12-01,82
2008-01-01,26
2008-02-01,11
2008-03-01,3
2008-04-01,36
2008-05-01,86
2008-06-01,20
2008-07-01,16
2008-08-01,13
2008-09-01,0
2008-10-01,12
2008-11-01,9
2008-12-01,50
2009-01-01,112
2009-02-01,75
2009-03-01,23
2009-04-01,17
2009-05-01,33
2009-06-01,8
2009-07-01,83
2009-08-01,5
2009-09-01,58
2009-10-01,15
2009-11-01,82
2009-12-01,180
2010-01-01,119
2010-02-01,61
2010-03-01,38
2010-04-01,1
2010-05-01,0
2010-06-01,26
2010-07-01,11
2010-08-01,19
2010-09-01,136
2010-10-01,121
2010-11-01,49
2010-12-01,141
2011-01-01,195
2011-02-01,98
2011-03-01,76
2011-04-01,269
2011-05-01,91
2011-06-01,33
2011-07-01,22
2011-08-01,64
2011-09-01,121
2011-10-01,83
2011-11-01,81
2011-12-01,22
2012-01-01,25
2012-02-01,15
2012-03-01,31
2012-04-01,70
2012-05-01,85
2012-06-01,118
2012-07-01,118
2012-08-01,69
2012-09-01,36
2012-10-01,128
2012-11-01,68
2012-12-01,190
2013-01-01,95
2013-02-01,48
2013-03-01,27
2013-04-01,69
2013-05-01,40
2013-06-01,7
2013-07-01,24
2013-08-01,39
2013-09-01,68
2013-10-01,32
2013-11-01,49
2013-12-01,24
2014-01-01,27
2014-02-01,16
2014-03-01,43
2014-04-01,35
2014-05-01,11
2014-06-01,20
2014-07-01,11
2014-08-01,0
2014-09-01,13
2014-10-01,8
2014-11-01,10
2014-12-01,43
2015-01-01,33
2015-02-01,16
2015-03-01,23
2015-04-01,11
2015-05-01,37
2015-06-01,28
2015-07-01,19
2015-08-01,5
2015-09-01,33
2015-10-01,44
2015-11-01,24
2015-12-01,4
2016-01-01,41
2016-02-01,17
2016-03-01,20
2016-04-01,34
2016-05-01,19
2016-06-01,11
2016-07-01,12
2016-08-01,10
2016-09-01,10
2016-10-01,3
2016-11-01,1
2016-12-01,11
2017-01-01,9
2017-02-01,2
2017-03-01,27
2017-04-01,16
2017-05-01,3
2017-06-01,4
2017-07-01,17
2017-08-01,6
2017-09-01,6
2017-10-01,2
2017-11-01,3
2017-12-01,3
2018-01-01,32
2018-02-01,2
2018-03-01,6
2018-04-01,4
2018-05-01,7
2018-06-01,7
2018-07-01,5
2018-08-01,3
2018-09-01,1
2018-10-01,3
2018-11-01,7
2018-12-01,5
2019-01-01,5
2019-02-01,3
2019-03-01,13
2019-04-01,18
2019-05-01,6
2019-06-01,1
2019-07-01,1
2019-08-01,10
2019-09-01,6
2019-10-01,17
2019-11-01,4
2019-12-01,7
2020-01-01,14
2020-02-01,3
2020-03-01,6
2020-04-01,12
2020-05-01,9
2020-06-01,4
2020-07-01,5
2020-08-01,5
2020-09-01,7
2020-10-01,1
2020-11-01,1
2020-12-01,3
2021-01-01,4
2021-02-01,2
2021-03-01,3
2021-04-01,3
2021-05-01,2
2021-06-01,0
2021-07-01,2
2021-08-01,0
2021-09-01,5
2021-10-01,3
2021-11-01,3
2021-12-01,3
2022-01-01,10
2022-02-01,1
2022-03-01,2
2022-04-01,0
2022-05-01,0
2022-06-01,4
2022-07-01,2
2022-08-01,2
2022-09-01,2
2022-10-01,8
2022-11-01,5
2022-12-01,4
2023-01-01,2
2023-02-01,5
2023-03-01,8
2023-04-01,4
2023-05-01,5
2023-06-01,7
2023-07-01,5
2023-08-01,2
2023-09-01,13
2023-10-01,1
2023-11-01,5
2023-12-01,0
2024-01-01,8
2024-02-01,9
2024-03-01,16
2024-04-01,5
2024-05-01,3
2024-06-01,5
2024-07-01,10
2024-08-01,4
2024-09-01,4
2024-10-01,5
