,microsoft/vscode,jetbrains/intellij-community,atom/atom
2017-12-13,55.11386195832864,57.539387258334905,-0.18770542454505268
2017-12-14,45.74439348407879,66.71944687278008,0.1893318026184847
2017-12-15,45.74237550172334,49.917785312898516,0.5977761616011426
2017-12-16,38.37649336434853,49.69507498011845,7.631475541189639
2017-12-17,35.62787676681535,53.582633827964095,1.5436204409444612
2017-12-18,44.16396050584462,117.50069389303384,4.802993947672219
2017-12-19,46.26873506362144,163.41062104689834,2.044861284216677
2017-12-20,33.295468239244535,69.52041405199517,0.6874144295242965
2017-12-21,38.21517106122948,51.43844998789024,8.085907803812479
2017-12-22,-3.296890929355989,79.40149430024987,8.346401709120643
2017-12-23,29.797515305892315,64.18691617335787,3.5189050354767017
2017-12-24,25.349303912928733,145.99276377580102,3.5811050436627268
2017-12-25,-7.610068362549523,62.89410458878227,4.029837145628377
2017-12-26,7.017704242708209,58.89928840605005,7.3610278005779275
2017-12-27,5.064888763108683,15.76175682764142,7.554200877436058
2017-12-28,8.00233973392998,47.93917962427769,-4.042108876593593
2017-12-29,-20.129409046293897,45.013477154811184,-1.9869222450203714
2017-12-30,23.543557522984912,47.71561856762849,5.318002223038153
2017-12-31,27.580358077127084,41.705351683076394,5.504439406304954
2018-01-01,-5.939190253882426,9.417933927838007,6.125390075484494
2018-01-02,12.353325482457898,16.30775802030784,1.5615656965480547
2018-01-03,27.003926242963193,11.218942244103914,14.85085293028709
2018-01-04,38.42920688261959,-2.3759867036103763,6.698316231818749
2018-01-05,26.747749194034757,7.814701971985803,22.00382911711972
2018-01-06,24.825517856898404,47.43222533355068,10.920025312485858
2018-01-07,27.51770265357006,45.33852887409574,5.171617581576774
2018-01-08,38.214687963112254,30.370210141580436,19.839420717492143
2018-01-09,34.79532378287154,92.26557951927217,21.603330789692535
2018-01-10,23.28399486113587,66.218553657022,14.419420963070447
2018-01-11,36.21364912216511,75.76680124074616,0.16204115956853649
2018-01-12,36.46721574747113,155.3190263725234,6.494915748656554
2018-01-13,34.87617845177367,61.18559597265589,6.645409484303408
2018-01-14,34.50965341533369,61.49154110356333,7.050622553663191
2018-01-15,28.59224390037908,153.18763688214256,6.262612119412136
2018-01-16,62.94149882828437,79.83542448481134,7.656780953384516
2018-01-17,72.94599048548868,78.84883400244325,7.8164627584604585
2018-01-18,30.978645677935752,56.30536997185245,21.48273657283023
2018-01-19,34.21785264828525,79.78208088198703,7.874604761021068
2018-01-20,48.51420727565156,73.25252366525737,10.741900280491542
2018-01-21,40.22567505321273,80.66065443407145,6.072500451541583
2018-01-22,50.67234166407381,92.48779381502261,6.178750243964376
2018-01-23,103.06851327542645,64.60145545260116,14.573737829616817
2018-01-24,60.08017070998443,83.39240068026422,1.5109515803528795
2018-01-25,40.55584528064186,103.33287334093426,3.9878665374189333
2018-01-26,51.845851247028996,151.77546304299312,16.55189701810674
2018-01-27,34.6179708137894,90.44787902307803,2.951996515588002
2018-01-28,39.33650027048115,85.2605947160792,3.152138446870228
2018-01-29,65.49841165206851,88.02338416005956,0.4279401760521784
2018-01-30,39.89126831455951,113.03187554074859,0.2580825605304439
2018-01-31,38.05067207334683,85.47560055466423,1.0032812310312371
2018-02-01,57.87583872484841,89.09627242385261,2.8965315215510326
2018-02-02,21.602159781010368,94.02482125923663,-4.8355892396651425
2018-02-03,31.64379093733364,89.50867849811004,3.455233334793606
2018-02-04,34.53744818851507,94.44885841754915,3.0860740648329146
2018-02-05,30.515088121516936,107.71594354086042,3.0254731087659166
2018-02-06,20.183377574356033,36.19205019166167,2.6597275178524855
2018-02-07,23.145849272225373,91.42939548377993,2.628117411494615
2018-02-08,40.472781973261164,102.40843744344669,9.333221545157002
2018-02-09,44.02840286069669,104.101908256506,2.705394970572081
2018-02-10,39.25021588840825,89.6876183119462,2.968144273462133
2018-02-11,37.61678459625392,85.61884185619888,3.7528670720776525
2018-02-12,43.89202351009396,116.3399638611695,3.9627964473520176
2018-02-13,50.908873980350236,85.19932764874484,0.9551768903428199
2018-02-14,37.13261810502421,96.19892270760437,11.305793688058097
2018-02-15,40.363715446171746,104.34528439142626,12.606775210012612
2018-02-16,24.888010988458756,93.53769302148093,12.319758153608534
2018-02-17,47.22373234234385,128.10568891996547,12.35275402418301
2018-02-18,52.21126433319391,96.96386352726657,5.6801358061347225
2018-02-19,32.83857699443142,73.03803162217923,2.289404373236999
2018-02-20,39.995728157509966,88.73801197731237,6.73919123573745
2018-02-21,47.12487516996744,78.3859164463565,11.302990300986854
2018-02-22,34.48529485439687,59.38672884786621,7.436491050378379
2018-02-23,58.98048964463217,25.248209054586766,1.892128814338144
2018-02-24,49.804299149037746,76.94193708214804,7.479568220014996
2018-02-25,46.894714709277004,62.38474387213815,13.024685731225983
2018-02-26,95.8611855224818,62.931338248754244,8.636334128980236
2018-02-27,56.6113827797706,21.129210732061978,11.3443804102671
2018-02-28,86.69992452245864,66.23543975399832,8.68266796873939
2018-03-01,63.67551100611561,66.38370394893826,8.85201012839999
2018-03-02,53.83607152880434,69.76311237806567,8.983996290082604
2018-03-03,48.33888306341525,70.46345684819573,8.960729905999496
2018-03-04,48.784989818255575,78.9456979531076,5.756943354097549
2018-03-05,73.27437343450192,65.63548391673149,3.248578451083003
2018-03-06,12.941360312572534,67.8961740473263,11.395463956072975
2018-03-07,57.31500803875531,71.0420121851127,-1.1276510197452851
2018-03-08,64.07616887546311,17.173913254779503,2.087582036022833
2018-03-09,100.57238227920729,51.22520147121454,19.0746089833477
