,apache/mesos,hashicorp/nomad,kubernetes/kubernetes
2015-07-01,8.504812376791849,3.9474636538011834,35.03825067929716
2015-07-02,5.60485440255685,3.54086294310089,28.98822976452588
2015-07-03,7.367783519920453,3.6806616561180197,34.40021778572884
2015-07-04,6.678985573891569,4.788650140415757,42.15840686302496
2015-07-05,6.234101929107289,1.6856547838142535,57.32846905392409
2015-07-06,24.953541917183212,4.945026222342652,50.8988674097302
2015-07-07,7.4382209326870345,2.9836430673329057,67.80520353801501
2015-07-08,3.5183310200491675,2.4091796649749,58.31513231502051
2015-07-09,9.395579477769676,1.6958227418949223,75.96349700363433
2015-07-10,5.830819149649759,0.7237290614693329,83.94984210735129
2015-07-11,6.754890571756274,-1.4015957251718334,73.50062635091565
2015-07-12,5.774855825878594,1.6208208167631752,54.17837649409247
2015-07-13,6.553292970895676,-3.022434774511846,78.12764694053226
2015-07-14,-9.144778855258956,-0.5557547783075724,59.97199050302265
2015-07-15,6.672898217397549,0.8390574042886315,29.56837121905189
2015-07-16,6.117935211373337,-0.006121734957981267,13.442700763470803
2015-07-17,25.24004947420049,0.7527059794306084,65.84758931889942
2015-07-18,5.890462991765199,0.35495429059055833,90.93284707149783
2015-07-19,11.37126315269524,1.6036777104855062,108.39163213765346
2015-07-20,5.213939246114816,-0.9950074619203909,57.29197252619478
2015-07-21,-1.0183997819251598,-1.0852933737586188,2.6725092171066445
2015-07-22,8.666133253822675,-0.776496982524589,-5.6891864846526445
2015-07-23,3.9388665710601014,4.428499282000458,75.85385464686671
2015-07-24,32.57325024129434,11.581494149526831,114.90465494392205
2015-07-25,7.980728770727628,1.8292257549707331,51.97194939922856
2015-07-26,6.491681521036965,1.9302156014023215,52.26552666379312
2015-07-27,11.641903060012638,5.826972948613758,49.18002088672097
2015-07-28,10.13049733229122,6.482152961475908,33.862933532882174
2015-07-29,11.004981235425205,5.21262283217011,47.47902241468915
2015-07-30,13.95728616544828,-2.681857045902054,36.67185185409879
2015-07-31,8.480599509732059,0.1637123902361584,43.96347777795739
2015-08-01,13.410123139549182,3.4260162283616733,47.20265844401725
2015-08-02,6.554076605950979,-1.739835221319174,48.843746968668135
2015-08-03,6.2812443776967815,2.1443689297503066,34.784038105199784
2015-08-04,1.9361913095769125,4.009645154543479,50.3724447342796
2015-08-05,12.284390970622304,22.262966428343628,41.71600339127923
2015-08-06,8.709987428639854,5.590641993534406,54.603181360488406
2015-08-07,16.400469240030624,9.080853094644063,55.00922515078458
2015-08-08,7.994483877777007,4.841554139522377,49.21311197896968
2015-08-09,13.946519772594577,-6.670358721432283,52.224446210312976
2015-08-10,14.981307027130368,3.274108613650666,73.8200444046524
2015-08-11,14.110739590641856,6.885555679543947,53.37365498393909
2015-08-12,9.14585080289987,6.82617547430044,65.45526330263775
2015-08-13,24.77418194747026,17.4084634731079,50.70579345956929
2015-08-14,9.85277982111579,25.31165752452749,27.66006569777661
2015-08-15,10.680125396884758,24.66230388299966,48.24953247655212
2015-08-16,10.640144748387776,7.339843092299121,48.1324534896586
2015-08-17,10.014212034677007,7.017921848583322,56.614344970007124
2015-08-18,12.753911268129198,2.3416389675565643,63.45677922934302
2015-08-19,0.5924244872034243,3.8203355851768754,50.212275306215105
2015-08-20,5.217966980885773,8.609109315420442,53.5692338570268
2015-08-21,-5.2635917147260285,4.5676103245204915,50.976242291554286
2015-08-22,5.050440119695145,5.64610235299164,48.279518135071235
2015-08-23,3.7291676665303606,11.87011971989908,47.85891335617613
2015-08-24,4.074727770744342,3.7441634422399255,52.77127662204787
2015-08-25,2.385700335688557,9.591891413592666,39.09614745585682
2015-08-26,9.48463206996883,15.863085755036339,38.244480934159554
2015-08-27,7.1804320678056905,18.921859472841,26.53937936635687
2015-08-28,5.600154164038073,12.281114862298832,36.18216178161221
2015-08-29,5.16127391638281,12.150449237345931,50.97469549667826
2015-08-30,6.070905572266794,-7.712133361448629,44.18133131189366
2015-08-31,14.651675267349695,7.783679077289804,36.92685531701882
2015-09-01,14.966190346636823,7.592388056667334,55.24414956084862
2015-09-02,1.2493865085298461,9.304272376579565,48.90426493341615
2015-09-03,-0.8623963182620711,9.198870754858143,42.693582245064434
2015-09-04,2.1804269908554783,11.465800343426013,47.987978606572355
2015-09-05,4.381229312846377,4.805727946537634,33.995927079899175
2015-09-06,5.029634785246145,18.835591996521593,47.69909741241673
2015-09-07,3.816933778632212,26.09173772591985,22.192220567186133
2015-09-08,4.769004205290557,9.1082099549965,36.37342902572188
2015-09-09,6.640597912276977,27.57464521086637,43.259581542145206
2015-09-10,10.986234534445297,26.225979292028864,54.27701628790191
2015-09-11,8.99315290701712,27.693606832984173,50.955326601046224
2015-09-12,9.574360590104089,26.02495681989535,58.470798877463054
2015-09-13,6.079121698151573,17.350104746629164,56.1703852811683
2015-09-14,35.89166988644639,28.971532005650797,47.29446775602788
2015-09-15,11.043565115210749,28.73699900418436,56.07291947413745
2015-09-16,18.58835663699408,25.19705921698978,58.2546234837487
2015-09-17,11.107186702650996,15.02216712829261,71.13162096151686
2015-09-18,11.031953678634894,8.173013572002453,39.61763297511479
2015-09-19,11.19671578700818,20.310628975088846,55.480608653793595
2015-09-20,11.901385070057415,34.246387721019815,53.49701554394993
2015-09-21,10.156016024711496,13.215199993403338,59.58253747660447
2015-09-22,10.063513733078574,68.48663411852026,62.439681507104254
2015-09-23,15.08771041414447,105.652662245419,53.781273590464174
2015-09-24,11.729619971163542,61.92539960497756,44.53568246846679
2015-09-25,23.88492575259803,53.777283966063294,58.474655413484044
2015-09-26,7.149229007362725,34.36986724076656,57.44852329358223
2015-09-27,24.839917518102457,29.516162480815126,54.43494240188486
2015-09-28,13.817857794365619,30.6099110784837,20.02393928233611
2015-09-29,11.672592376542969,10.707408104217533,46.65764119970312
2015-09-30,6.586522119771906,22.298105967181744,86.08431796794093
2015-10-01,-2.289651943242255,21.419410155693456,56.67200047944475
