,chef/chef,hashicorp/terraform,pulumi/pulumi
2016-10-08,7.354140830023794,27.849467997825027,0.07316365207723363
2016-10-09,6.9436611877690595,26.55947952239471,1.1600370171059864
2016-10-10,7.263530494797153,23.72638548330376,1.1546167018770013
2016-10-11,5.568236765666384,21.23047462041838,2.6152271413093326
2016-10-12,6.534102397023446,21.54680224723736,0.2852529300318209
2016-10-13,6.2394850931444825,24.168165635793805,0.9479578890600454
2016-10-14,6.307165783441261,23.513766497639608,1.4903472616033424
2016-10-15,6.5434765628864655,20.9621173759911,2.9644009446478874
2016-10-16,6.678538446401508,18.583290361977333,0.861690143044746
2016-10-17,-0.7574614140075064,5.126112006824162,0.8466583671701949
2016-10-18,11.73896946091223,-13.731866792324409,-1.18756129282554
2016-10-19,13.820480293154537,101.71093217975594,0.8975989573741104
2016-10-20,10.010653193014415,9.123264193958732,0.44889390034644694
2016-10-21,8.191484443797036,18.245192012820937,-0.08763814212445611
2016-10-22,5.74800273190273,38.73994315981122,-0.1895309468974038
2016-10-23,6.475520736393467,69.03230230139837,0.5335884487223972
2016-10-24,4.130406637336572,38.742554303274346,0.4873362893902686
2016-10-25,5.954666119459088,25.892181560106373,-0.984556145974504
2016-10-26,-1.8351246255439135,26.742285611580158,1.6066325539094284
2016-10-27,2.5587536574056395,42.93819586891554,0.00786760014761205
2016-10-28,5.110156274045677,18.79250229223215,0.2561887905708849
2016-10-29,7.0007304449757735,23.34505957628395,0.7192899924997695
2016-10-30,6.317389609191831,22.879930205629627,0.15071026677503108
2016-10-31,14.256930517040407,24.633392010945677,0.07950770390910186
2016-11-01,16.3016881842557,-3.488052293969126,5.102687300263652
2016-11-02,6.072723763825,25.414359593698507,2.6552806266691267
2016-11-03,5.096736601458117,30.20877857059018,6.742453556569793
2016-11-04,18.19150346840649,40.1872261818022,16.589738243489993
2016-11-05,6.121740483771521,22.192584246585813,1.2617430434684314
2016-11-06,6.240283084790639,21.91144100418049,3.989411847931252
2016-11-07,6.551526103500285,-6.521677153613956,5.002277477564901
2016-11-08,6.055488960820854,25.071955669896163,1.1136507467362287
2016-11-09,8.2223840740826,53.79458387428518,-1.4525071986636058
2016-11-10,15.778149222619442,1.622569826736683,-0.0027343682143389225
2016-11-11,7.219022033859295,24.126883232154274,0.8625381345464325
2016-11-12,6.183949785273161,18.826521226459743,1.6888426226853526
2016-11-13,5.996745570879898,19.281179039961263,0.018992059105850778
2016-11-14,-1.536749479193951,30.509227271960235,-0.31687388539036687
2016-11-15,7.461317973302515,8.338361913971557,2.2717284648862064
2016-11-16,18.42957961096153,15.274874436126355,17.57275164760927
2016-11-17,6.498448928625613,16.155403919390412,20.470163844837792
2016-11-18,5.935149631931813,11.476284415256988,3.8615919608251956
2016-11-19,5.918684562033516,17.96579398129805,27.094990746861182
2016-11-20,6.770595039892143,24.49710693743313,7.00767402190354
2016-11-21,8.544006523317607,12.815715001572082,5.956862722807486
