,apache/httpd,nginx/nginx,h2o/h2o
2019-09-04,0.8480930833872011,0.9281174008064764,3.690576230492197
2019-09-05,0.10579616461969404,-0.5424708344876412,9.214385754301722
2019-09-06,-0.5216548157724628,-0.5592775571767168,8.528111244497799
2019-09-07,-0.0253178194354665,1.0751223566349615,2.0480422938406133
2019-09-08,0.8043525102348631,1.3498476313602363,3.8832071290054486
2019-09-09,-0.0033397974574445265,-0.5127897312771261,6.298042293840613
2019-09-10,-0.20792932557638444,2.26145073413981,-1.6623649459783916
2019-09-11,-0.15190691661279893,-0.07188259919352356,2.690576230492197
2019-09-12,1.105796164619694,-0.5424708344876412,1.214385754301721
2019-09-13,0.47834518422753725,-0.5592775571767168,8.528111244497799
2019-09-14,-0.0253178194354665,1.0751223566349615,2.0480422938406133
2019-09-15,0.8043525102348631,1.3498476313602363,11.883207129005449
2019-09-16,3.9966602025425555,0.4872102687228739,2.298042293840613
2019-09-17,-0.20792932557638444,-0.7385492658601902,2.337635054021608
2019-09-18,-0.15190691661279893,1.9281174008064765,8.690576230492196
2019-09-19,1.105796164619694,-0.5424708344876412,4.214385754301721
2019-09-20,4.478345184227537,-0.5592775571767168,7.528111244497799
2019-09-21,-0.0253178194354665,1.0751223566349615,7.048042293840613
2019-09-22,0.8043525102348631,1.3498476313602363,1.8832071290054486
2019-09-23,-0.0033397974574445265,1.4872102687228739,-0.7019577061593869
2019-09-24,-0.20792932557638444,2.26145073413981,2.337635054021608
2019-09-25,-0.15190691661279893,-0.07188259919352356,5.690576230492197
2019-09-26,1.105796164619694,-0.5424708344876412,0.2143857543017209
2019-09-27,-0.5216548157724628,-0.5592775571767168,2.528111244497799
2019-09-28,2.9746821805645336,1.0751223566349615,4.048042293840613
2019-09-29,0.8043525102348631,1.3498476313602363,1.8832071290054486
2019-09-30,0.9966602025425555,1.4872102687228739,4.298042293840613
2019-10-01,-0.20792932557638444,-0.7385492658601902,2.337635054021608
2019-10-02,1.8480930833872011,-0.07188259919352356,5.690576230492197
2019-10-03,0.10579616461969404,-0.5424708344876412,4.214385754301721
2019-10-04,2.4783451842275372,-0.5592775571767168,3.528111244497799
2019-10-05,0.9746821805645335,1.0751223566349615,2.0480422938406133
2019-10-06,0.8043525102348631,1.3498476313602363,1.8832071290054486
2019-10-07,-0.0033397974574445265,-0.5127897312771261,2.298042293840613
2019-10-08,-0.20792932557638444,2.26145073413981,7.337635054021608
2019-10-09,-0.15190691661279893,-0.07188259919352356,1.6905762304921967
2019-10-10,0.10579616461969404,-0.5424708344876412,-0.7856142456982791
2019-10-11,3.4783451842275372,-0.5592775571767168,-0.47188875550220094
2019-10-12,-0.0253178194354665,1.0751223566349615,2.0480422938406133
2019-10-13,0.8043525102348631,1.3498476313602363,1.8832071290054486
2019-10-14,0.9966602025425555,-0.5127897312771261,-0.7019577061593869
2019-10-15,-0.20792932557638444,0.2614507341398098,-1.6623649459783916
2019-10-16,1.8480930833872011,-0.07188259919352356,-0.3094237695078032
2019-10-17,0.10579616461969404,3.4575291655123586,-0.7856142456982791
2019-10-18,2.4783451842275372,-0.5592775571767168,-0.47188875550220094
2019-10-19,0.9746821805645335,1.0751223566349615,2.0480422938406133
2019-10-20,9.804352510234864,1.3498476313602363,1.8832071290054486
2019-10-21,2.9966602025425555,3.487210268722874,-0.7019577061593869
2019-10-22,0.7920706744236156,1.2614507341398098,-1.6623649459783916
2019-10-23,2.848093083387201,-0.07188259919352356,-0.3094237695078032
2019-10-24,0.10579616461969404,0.4575291655123588,1.214385754301721
2019-10-25,3.4783451842275372,-0.5592775571767168,0.5281112444977991
2019-10-26,3.9746821805645336,1.0751223566349615,2.0480422938406133
2019-10-27,3.804352510234863,1.3498476313602363,1.8832071290054486
2019-10-28,1.9966602025425555,-0.5127897312771261,1.298042293840613
2019-10-29,-0.20792932557638444,-0.7385492658601902,-0.6623649459783916
2019-10-30,-0.15190691661279893,-0.07188259919352356,3.690576230492197
2019-10-31,4.105796164619694,-0.5424708344876412,7.214385754301721
2019-11-01,-0.5216548157724628,-0.5592775571767168,-0.47188875550220094
2019-11-02,-0.0253178194354665,1.0751223566349615,2.0480422938406133
2019-11-03,1.804352510234863,1.3498476313602363,1.8832071290054486
2019-11-04,-0.0033397974574445265,-0.5127897312771261,1.298042293840613
2019-11-05,5.7920706744236155,-0.7385492658601902,-0.6623649459783916
2019-11-06,6.848093083387201,0.9281174008064764,-0.3094237695078032
2019-11-07,3.105796164619694,-0.5424708344876412,3.2143857543017207
2019-11-08,9.478345184227537,-0.5592775571767168,-0.47188875550220094
2019-11-09,2.9746821805645336,1.0751223566349615,2.0480422938406133
2019-11-10,0.8043525102348631,1.3498476313602363,1.8832071290054486
