,postgres/postgres,mysql/mysql-server,FirebirdSQL/firebird
2009-07-23,4.715713375651264,-6.758912929720383,23.018449157812512
2009-07-24,4.826977111915,9.090674982367528,-0.07423270311468855
2009-07-25,4.064923042795714,21.968999556344276,4.719711491062423
2009-07-26,2.756235353673242,23.934768388960936,3.074887436579984
2009-07-27,6.231510078947967,2.689576081268628,-7.0117469911041335
2009-07-28,2.135356232794121,-1.3159184242258775,9.117942679528891
2009-07-29,2.2692848042226923,-4.609187654995107,10.905240995487603
2009-07-30,0.7157133756512639,1.241087070279617,0.1353136312879677
2009-07-31,0.8269771119150001,10.090674982367528,5.165919106143382
2009-08-01,3.0649230427957135,23.968999556344276,7.182139798932861
2009-08-02,2.756235353673242,23.934768388960936,19.862625595241994
2009-08-03,3.2315100789479674,9.689576081268628,52.573760005767326
2009-08-04,9.135356232794122,8.684081575774123,-4.733659572240718
2009-08-05,4.269284804222693,-0.6091876549951074,21.010200100561526
2009-08-06,0.7157133756512639,-0.7589129297203829,-11.377281995306134
2009-08-07,9.826977111915,2.0906749823675277,-4.648493027356849
2009-08-08,2.0649230427957135,22.968999556344276,33.99488818933286
2009-08-09,2.756235353673242,22.934768388960936,-15.616601591958
2009-08-10,8.231510078947966,1.689576081268628,-14.375192058232676
2009-08-11,4.135356232794121,20.684081575774123,-7.370936756240724
2009-08-12,5.269284804222693,10.390812345004893,-7.198019342638474
2009-08-13,2.715713375651264,-0.7589129297203829,37.13277199509386
2009-08-14,6.826977111915,-3.9093250176324723,-0.02195340495684306
2009-08-15,4.064923042795714,21.968999556344276,-1.1727615002671392
2009-08-16,3.756235353673242,22.934768388960936,4.684370235241998
2009-08-17,3.2315100789479674,0.689576081268628,-9.924454496632675
2009-08-18,9.135356232794122,-0.31591842422587746,14.301363890159276
2009-08-19,2.2692848042226923,-0.6091876549951074,22.236059786961526
2009-08-20,-0.2842866243487361,1.241087070279617,3.756491828693864
2009-08-21,-0.17302288808499988,15.090674982367528,33.173240963043156
2009-08-22,2.0649230427957135,23.968999556344276,-13.63100846346714
2009-08-23,3.756235353673242,22.934768388960936,16.754966843241995
2009-08-24,8.231510078947966,10.689576081268628,-7.485649299832675
2009-08-25,1.1353562327941211,0.6840815757741225,6.139840382959276
2009-08-26,3.2692848042226923,10.390812345004893,11.532398730961527
2009-08-27,7.715713375651264,18.24108707027962,15.101375438293864
2009-08-28,2.8269771119150002,5.090674982367528,-12.021886640156843
2009-08-29,3.0649230427957135,25.968999556344276,-2.4113980442671394
2009-08-30,3.756235353673242,26.934768388960936,103.411697979242
2009-08-31,2.2315100789479674,13.689576081268628,-43.05815285183267
2009-09-01,4.135356232794121,6.6840815757741225,2.6156274421592762
2009-09-02,2.2692848042226923,12.390812345004893,6.7424977261615275
2009-09-03,7.715713375651264,25.24108707027962,0.56257326229386
2009-09-04,3.8269771119150002,20.090674982367528,-3.9353643745568476
2009-09-05,3.0649230427957135,24.968999556344276,-0.30886000906714095
2009-09-06,2.756235353673242,22.934768388960936,1.0556654672419992
2009-09-07,1.2315100789479672,8.689576081268628,-4.540363565432675
2009-09-08,3.135356232794121,20.684081575774123,-0.5177305354407231
2009-09-09,1.2692848042226923,20.390812345004893,13.720419774161526
2009-09-10,1.715713375651264,14.241087070279617,6.350001511893865
2009-09-11,1.8269771119150002,12.090674982367528,16.353998569443156
2009-09-12,8.064923042795714,33.96899955634427,-2.865822927467139
2009-09-13,5.756235353673242,25.934768388960936,-9.276564164758001
2009-09-14,1.2315100789479672,13.689576081268628,-1.0815401926326755
2009-09-15,2.135356232794121,21.684081575774123,-2.3100070154407257
2009-09-16,0.2692848042226924,15.390812345004893,-0.43490105783847355
2009-09-17,3.715713375651264,4.241087070279617,99.28284738709387
