,facebook/react-native,tidev/titanium-sdk,flutter/flutter
2015-03-30,26.254875473043175,3.8559569312674897,0.3298239028052693
2015-03-31,46.32286997853768,3.1973030851136444,-3.1104233499419833
2015-04-01,47.180225183718974,2.1554672036038496,-2.368366493754692
2015-04-02,27.018611736779437,0.8834294587400178,-3.9703134598320933
2015-04-03,30.362705143372846,6.289336052146611,-3.105615657634291
2015-04-04,18.381935912603616,4.560627260937819,5.412241485222851
2015-04-05,10.478776571944275,4.057880008190567,7.812653573134939
2015-04-06,7.254875473043175,1.85595693126749,1.3298239028052694
2015-04-07,15.32286997853768,1.1973030851136444,-1.1104233499419833
2015-04-08,31.18022518371897,3.1554672036038496,-3.368366493754692
2015-04-09,16.018611736779437,-1.1165705412599822,-1.9703134598320933
2015-04-10,17.362705143372846,8.289336052146611,-2.105615657634291
2015-04-11,17.381935912603616,3.5606272609378196,5.412241485222851
2015-04-12,11.478776571944275,7.057880008190567,7.812653573134939
2015-04-13,5.254875473043175,-0.14404306873251005,0.3298239028052693
2015-04-14,7.32286997853768,3.1973030851136444,-0.11042334994198333
2015-04-15,8.18022518371897,0.15546720360384958,-2.368366493754692
2015-04-16,9.018611736779437,4.883429458740018,-3.9703134598320933
2015-04-17,13.362705143372844,4.289336052146611,-3.105615657634291
2015-04-18,14.381935912603614,3.5606272609378196,5.412241485222851
2015-04-19,14.478776571944275,4.057880008190567,7.812653573134939
2015-04-20,12.254875473043175,-0.14404306873251005,1.3298239028052694
2015-04-21,26.322869978537682,2.1973030851136444,-0.11042334994198333
2015-04-22,20.18022518371897,3.1554672036038496,-3.368366493754692
2015-04-23,20.018611736779437,1.8834294587400178,-3.9703134598320933
2015-04-24,14.362705143372844,1.289336052146611,-3.105615657634291
2015-04-25,11.381935912603614,3.5606272609378196,5.412241485222851
2015-04-26,13.478776571944275,5.057880008190567,7.812653573134939
2015-04-27,7.254875473043175,4.85595693126749,2.3298239028052694
2015-04-28,13.32286997853768,2.1973030851136444,0.8895766500580167
