,angular/angular.js,facebook/react,knockout/knockout
2013-08-29,2.2404118229776193,2.732867876805122,1.0910601256262114
2013-08-30,3.534170309240405,3.766969390766277,1.0740962239232505
2013-08-31,4.214636414395851,1.7052425725680849,2.184790885721652
2013-09-01,3.76042564906078,3.895525395879968,1.0326470342962537
2013-09-02,4.366964405801147,3.900608539854664,0.9692553165856923
2013-09-03,3.939516789241034,3.536930579236042,0.9744683713384663
2013-09-04,5.530076995240638,3.685022889162911,0.9912580559309314
2013-09-05,5.779177754999041,4.766638558023628,1.0941774001629083
2013-09-06,3.2325898539272435,4.3159340132888016,-2.702322806935327
2013-09-07,3.5198686129544074,9.516521713858943,0.186286681181824
2013-09-08,4.214179384646124,2.490861176694127,3.8457260356580987
2013-09-09,4.724434744216984,11.5360532587014,0.709309989276487
2013-09-10,4.956257490265093,3.8381411623578576,1.6547399973703327
2013-09-11,4.017357936447868,9.775204198053071,3.538333734171874
2013-09-12,-4.655038173973827,0.8306710160437748,2.088153746671522
2013-09-13,7.132317825902081,-0.2511276972227574,0.5036272392865908
2013-09-14,5.796434478995751,5.360206307960846,4.155065197166237
2013-09-15,5.711584576245779,2.1640708331975413,0.6133689468973519
2013-09-16,4.003119616330196,1.1871888993160802,0.3981027190238656
2013-09-17,5.858110989382294,2.0274190445088895,0.2609128480455171
2013-09-18,1.4797170962576152,3.822026610320056,2.945490710340697
2013-09-19,4.970052503390629,4.061640068807248,-0.03968051034667053
2013-09-20,5.215774122149548,2.196131098913445,0.012285816657055415
2013-09-21,3.8874079283021055,1.034814717730838,0.0243335838897773
2013-09-22,5.142384114317916,3.818362314224276,0.3025924629989336
2013-09-23,-0.7556075289151303,3.819990990833202,4.232612312995027
2013-09-24,2.2772056010362745,0.1277900088650128,3.1639853187159663
2013-09-25,6.84134294005213,0.7169785282413961,-0.4172886897862214
2013-09-26,5.409521184790242,3.9584097246851484,0.12977682092004217
2013-09-27,12.313740226702693,3.4021851025429433,8.185761504436085
2013-09-28,5.289991903297784,1.9844623129272518,0.21210344234482098
2013-09-29,5.524749120563545,2.9115751791582345,1.3088655612795503
2013-09-30,8.415693355840896,2.4087008140056563,4.2706578229378165
2013-10-01,17.415018445686915,6.178216042810783,0.2090922855746551
2013-10-02,6.507616826105099,0.24793240543887107,-0.3528094163619373
2013-10-03,14.324488862017445,2.7962082821202308,1.1776833606549828
2013-10-04,6.930458322680747,1.380516247917186,0.20578612760779216
2013-10-05,7.8343945545609905,3.470135825637918,0.2205138200216454
2013-10-06,6.723462445988502,2.5150896944417815,0.20414634813019858
2013-10-07,5.725489322020583,9.36629927712594,0.20414958215025028
2013-10-08,9.546148867975404,2.977957853954563,0.1985342394639619
2013-10-09,5.963828098327154,3.5901512899114896,-0.1332199595514338
2013-10-10,7.582724601890208,2.0911395282557486,0.18485025423876023
2013-10-11,20.934733764541352,6.985462433152394,0.16268761901766243
2013-10-12,7.945806590875019,3.4683637156668863,0.1568698875073531
2013-10-13,5.543891678801462,2.922758072436624,2.1383858655325847
2013-10-14,6.794040752083678,3.386957700386773,0.1296099879363287
2013-10-15,3.932967876253794,3.9026217242170036,0.11777392443794985
2013-10-16,-3.662626716071317,5.57183173929301,1.09261753964713
2013-10-17,3.0969154109610497,3.586165711116442,-0.5597863689526091
2013-10-18,0.23665282854494674,2.2871941784960605,0.09245933543159379
2013-10-19,4.202586210456669,2.5799215469517143,0.08351832362097376
2013-10-20,5.448875508074036,4.351778724607799,0.07363445732683299
2013-10-21,-4.124841415838982,4.772197310223989,0.07071761458113061
2013-10-22,8.371966097866226,-5.32221254841987,0.06432266511742565
2013-10-23,3.953929930192694,-3.4531162620631095,0.046260060999779085
2013-10-24,23.777010632266716,1.6217821777925492,1.683398393521481
2013-10-25,5.567571885299906,3.5323102671027384,1.050545569227006
2013-10-26,26.696061290425064,7.1944447195189545,0.03823609732514961
2013-10-27,11.38734203355224,4.541696270658316,0.026932289061574917
2013-10-28,4.991787347099189,4.611637841570552,0.019177354350393278
2013-10-29,4.193688076387566,41.530551577631,0.01729367733303726
2013-10-30,6.59970219815554,5.483511046554221,0.0069852979625472655
2013-10-31,5.6902684464497035,5.4728002377918585,-0.010876231807996208
2013-11-01,-3.719180416368786,6.428650983753407,0.004683549974360882
2013-11-02,5.503255322086164,5.943039825266762,0.0015996828735000516
2013-11-03,6.089885784767517,6.036314104069884,0.0005787856282643625
2013-11-04,8.120394582198996,7.039317373107086,-0.0010407349371189482
2013-11-05,6.913727935232684,7.893415506434998,0.00025479627257937384
2013-11-06,8.227265908179504,49.449543869032695,-0.0003101512203987156
2013-11-07,6.088909170511861,9.587694472135446,-0.004405325736899812
2013-11-08,17.23916593329738,7.315212238275374,-0.004251188347894078
2013-11-09,6.893901171656556,4.799124290715318,-0.0028071662510683526
2013-11-10,7.3402523087924125,6.48202158148688,-0.001543901110384894
2013-11-11,-1.0663185733221865,3.7124435377557803,0.998390475852514
2013-11-12,5.9531806670295655,1.014516111001952,-0.0024199174738656687
2013-11-13,5.947283367164941,23.29345347717984,-0.0059537307554800144
2013-11-14,21.674932350425802,19.570337482920284,0.0010319634695294738
2013-11-15,5.725172349537979,4.539880994391275,0.004225628650427059
2013-11-16,5.903328098739528,5.2789945666156965,0.005077181175291925
2013-11-17,5.919088709037967,4.101297149089772,-0.010892893199353482
2013-11-18,4.57991594062562,20.61855664273453,-0.005664159278111961
2013-11-19,4.055348721483529,8.226134159874132,-0.0021719635925924186
2013-11-20,8.327629966046562,5.368084550232247,-0.0242329006512988
2013-11-21,8.060485852110663,6.611290616855902,1.000915175319328
2013-11-22,18.844410391430515,6.365595409283227,7.011369932996233
2013-11-23,8.148473757118904,4.9275218002110055,1.0111281773292908
2013-11-24,7.360336202333866,11.627616648249347,0.008719959819972325
2013-11-25,7.688438368030145,2.3865836547195087,-0.0026622307525347236
2013-11-26,10.618041501884951,2.012487507281095,0.012799129262023284
2013-11-27,9.099677682598813,7.235172521155858,2.947344003036389
2013-11-28,-1.9815543592077365,2.5526710459260165,0.01613663129669763
2013-11-29,-3.0037675146851144,3.8119670118553937,0.04938704451211592
2013-11-30,5.7981204895111,4.617074706036652,0.0653612339853117
2013-12-01,6.206047462740732,6.439012919803105,4.094719584079009
2013-12-02,6.921088164207036,4.627504090542857,0.10493022395696414
2013-12-03,20.048654877978166,3.9374912906169763,0.12236319911953947
2013-12-04,7.520473135689645,1.509206237448149,-0.8663112114097391
2013-12-05,7.464592607469832,21.346063581607627,0.12884739437968
2013-12-06,6.069341586500931,25.06497425558556,0.19649307026638613
2013-12-07,4.417462973491955,5.15709081911766,0.22153363313960692
2013-12-08,5.124849952029645,2.413242732394727,0.21388724993679184
2013-12-09,8.64934046519134,15.844496652850903,0.2601128066715929
2013-12-10,3.7001099168647995,2.998167846512131,0.23229601617469028
2013-12-11,1.1038312707992417,2.798819346694146,6.404840992773092
2013-12-12,3.253293029321822,4.578339703155404,9.238386036569931
2013-12-13,19.27790149240364,5.066443802217387,0.16838644585829804
2013-12-14,4.108904730988187,3.7679348272524305,0.3670764246566703
2013-12-15,3.490104751223632,5.01335834320161,0.2681830966429542
2013-12-16,3.477351285262369,-4.1300514609841645,1.3805585220889536
2013-12-17,11.311988115074431,8.060690378005127,0.24976365921536614
2013-12-18,11.40530348553185,7.506737550898411,0.2931369092682745
2013-12-19,19.128848114029136,8.13662202059899,0.29001784324259
2013-12-20,2.703818494701759,6.439823480805553,2.172517417540178
2013-12-21,3.0275566767720004,8.281641222526869,2.4632955799927525
2013-12-22,2.1913147611933677,11.644962779595133,0.2677245913366726
2013-12-23,-0.3202031945739017,9.34384941262822,0.2463093769929064
2013-12-24,-0.13444779584777367,8.780243126403791,0.22167725544936986
2013-12-25,0.7178457990118154,-1.3810204280413712,0.17231505586322116
2013-12-26,-0.14653869540386005,12.02281690830775,1.245677187928825
2013-12-27,0.7818959575655022,8.861148493697929,0.07431954945184263
2013-12-28,2.059453142198678,10.622934953482538,0.626186016873847
2013-12-29,1.8781258021142455,17.58564093184293,3.1484503859979522
2013-12-30,2.3290412248434573,10.135425254956527,0.944646192682919
2013-12-31,2.3204698496599625,10.963292144788158,1.0596197892765973
2014-01-01,0.4308526552819613,0.8972624180451865,0.015789976797900174
2014-01-02,7.296595863414852,7.763811960245463,0.21420005607902248
2014-01-03,22.27861374731334,14.65943704724879,0.17928273829086971
2014-01-04,3.114916406262047,15.178501119054488,0.7022446918428872
2014-01-05,6.753708852424175,8.438273511815144,0.318659327191516
2014-01-06,8.59052750110454,23.02860614380075,1.1654733114209217
2014-01-07,6.865000708750899,19.491851506521876,0.19371834832890675
2014-01-08,7.02777864469406,9.499949855981866,-0.8066384275941023
2014-01-09,5.380845050948133,10.259743378887894,1.1097221617957405
2014-01-10,17.92133198056727,12.891432006217869,2.530953128568592
2014-01-11,8.43824191960008,9.034700477128087,0.924997062665457
2014-01-12,3.822166201509025,10.086983624973293,1.4180279608134037
2014-01-13,3.9510083637288713,9.115880586728126,1.1302068532559224
2014-01-14,11.728436612727775,1.3900270689645453,1.7952888641832208
2014-01-15,7.689456749001599,11.980261198059887,-0.7803767558078334
2014-01-16,3.6076738851846963,7.402304367873098,0.3247258501052602
