,tidev/titanium-sdk,facebook/react-native,flutter/flutter
2015-02-28,7.56225779051866,8.485160758840884,6.418355971151003
2015-03-01,4.075994054254924,11.668539879720004,7.727421905216936
2015-03-02,13.922469740404523,9.318431051350306,2.3023641730939866
2015-03-03,6.124070977331847,11.406177242357366,2.8723394876345187
2015-03-04,-0.816176275415406,4.108100319280443,-0.3453802925852618
2015-03-05,2.8520929553538252,6.579940978621103,8.028246081041113
2015-03-06,8.279290757551628,2.433649769829894,1.9966526744477058
2015-03-07,3.56225779051866,11.485160758840884,5.418355971151003
2015-03-08,4.075994054254924,9.668539879720004,7.727421905216936
2015-03-09,1.9224697404045228,15.318431051350306,3.3023641730939866
2015-03-10,8.124070977331847,12.406177242357366,3.8723394876345187
2015-03-11,8.183823724584594,9.108100319280442,5.654619707414739
2015-03-12,9.852092955353825,7.579940978621103,-0.9717539189588877
2015-03-13,8.279290757551628,9.433649769829895,1.9966526744477058
2015-03-14,5.56225779051866,19.485160758840884,5.418355971151003
2015-03-15,5.075994054254924,10.668539879720004,8.727421905216936
2015-03-16,-0.07753025959547721,22.318431051350306,3.3023641730939866
2015-03-17,1.124070977331847,15.406177242357366,2.8723394876345187
2015-03-18,-1.816176275415406,17.108100319280442,1.6546197074147382
2015-03-19,0.852092955353825,13.579940978621103,-0.9717539189588877
2015-03-20,3.2792907575516272,13.433649769829895,2.9966526744477058
2015-03-21,5.56225779051866,18.485160758840884,5.418355971151003
2015-03-22,4.075994054254924,16.668539879720004,7.727421905216936
2015-03-23,0.9224697404045228,29.318431051350306,4.302364173093987
2015-03-24,-0.8759290226681531,19.406177242357366,-0.12766051236548126
2015-03-25,-1.816176275415406,40.108100319280446,0.6546197074147382
2015-03-26,4.852092955353825,134.5799409786211,1.0282460810411123
2015-03-27,1.2792907575516272,39.43364976982989,-2.0033473255522942
2015-03-28,3.56225779051866,18.485160758840884,5.418355971151003
2015-03-29,4.075994054254924,29.668539879720004,7.727421905216936
2015-03-30,3.922469740404523,26.318431051350306,0.3023641730939866
2015-03-31,3.124070977331847,46.406177242357366,-3.1276605123654813
2015-04-01,2.183823724584594,47.108100319280446,-2.345380292585262
2015-04-02,0.852092955353825,26.579940978621103,-3.9717539189588877
2015-04-03,6.279290757551627,30.433649769829895,-3.0033473255522942
2015-04-04,4.56225779051866,18.485160758840884,5.418355971151003
2015-04-05,4.075994054254924,10.668539879720004,7.727421905216936
2015-04-06,1.9224697404045228,7.318431051350306,1.3023641730939866
2015-04-07,1.124070977331847,15.406177242357366,-1.1276605123654813
2015-04-08,3.183823724584594,31.108100319280442,-3.345380292585262
2015-04-09,-1.147907044646175,15.579940978621103,-1.9717539189588877
2015-04-10,8.279290757551628,17.433649769829895,-2.0033473255522942
2015-04-11,3.56225779051866,17.485160758840884,5.418355971151003
2015-04-12,7.075994054254924,11.668539879720004,7.727421905216936
2015-04-13,-0.07753025959547721,5.318431051350306,0.3023641730939866
2015-04-14,3.124070977331847,7.406177242357366,-0.12766051236548126
2015-04-15,0.18382372458459395,8.108100319280442,-2.345380292585262
2015-04-16,4.852092955353825,8.579940978621103,-3.9717539189588877
2015-04-17,4.279290757551627,13.433649769829895,-3.0033473255522942
2015-04-18,3.56225779051866,14.485160758840884,5.418355971151003
2015-04-19,4.075994054254924,14.668539879720004,7.727421905216936
2015-04-20,-0.07753025959547721,12.318431051350306,1.3023641730939866
2015-04-21,2.124070977331847,26.406177242357366,-0.12766051236548126
2015-04-22,3.183823724584594,20.108100319280442,-3.345380292585262
