,puppetlabs/puppet,chef/chef,ansible/ansible
2019-02-05,2.0220326929310852,6.960372692262874,17.080900732524494
2019-02-06,2.4306962743070772,7.592364941204037,17.72832475634327
2019-02-07,2.0219249403722395,6.773150095874721,19.04811286636791
2019-02-08,1.8623870956403372,5.58817787855932,20.096552815282145
2019-02-09,1.2283643438619718,3.77170405558769,20.921612376803555
2019-02-10,2.2018024599318475,4.089159652164139,22.01221260055548
2019-02-11,3.488995418339183,5.1054585938751,20.490517482332507
2019-02-12,8.264684042975226,4.420481609950784,55.62307564916689
2019-02-13,2.7272852302661494,-4.53030110035918,73.18630275324672
2019-02-14,9.306826176846194,2.2854839303785326,9.012160566886108
2019-02-15,13.659151618194816,-3.8628472328633916,66.77749657218635
2019-02-16,3.8826524359092147,5.9951649897963275,27.35634686747855
2019-02-17,2.7717542684389014,3.5393577158207092,27.918679081059935
2019-02-18,1.6714309539334058,1.1191827138617452,31.612127328232056
2019-02-19,2.4207823910913486,21.854707330776044,58.25733506694076
2019-02-20,0.009098332353586258,1.1612485467523554,20.859153094671655
2019-02-21,2.6282595713053363,9.90621082049342,70.17691951444795
2019-02-22,3.531438850262658,2.6763276860425513,46.70111123868046
2019-02-23,3.5473858103236275,2.1814597811844316,29.162167715971975
2019-02-24,3.3464485464108495,3.01229566876129,30.212299009171435
2019-02-25,1.84479757442902,3.240107438898614,17.269988850036277
2019-02-26,2.406366109203503,2.2940153225303774,12.781366253533687
2019-02-27,4.377661631314496,0.9327939672099442,29.487583964761296
2019-02-28,-3.01733692502306,5.376103693169304,29.32931132525456
2019-03-01,3.522438932380904,2.302967676147014,29.092841107608166
2019-03-02,3.30797498288326,1.7151174281048804,20.311866960790375
2019-03-03,3.9461510302352667,2.7262510601742025,29.284955365270545
2019-03-04,8.012197508923354,3.6488320572733133,51.87439629283616
2019-03-05,20.544472713853228,2.7377501058062297,31.28661094181113
2019-03-06,5.431075615041788,1.9344774868257395,32.87500015086676
2019-03-07,6.6281894877746605,1.1757111879529085,32.82170967970447
2019-03-08,14.715334362394316,3.4287694157740156,34.731653212679554
2019-03-09,3.990766264827221,4.682313542041594,32.4865922008774
2019-03-10,4.394542290324994,2.437452919773083,28.49081741419308
2019-03-11,3.771410598503717,13.240973203424716,30.057188224171718
2019-03-12,4.225821599509383,10.774342331608857,10.694075776641768
2019-03-13,2.5004363688895586,5.454745431971637,27.362724068094106
2019-03-14,6.3974810065832255,2.910457360852016,27.55126146458178
2019-03-15,3.657339137731725,11.480307158686198,30.79959645733946
2019-03-16,5.130088483229063,1.3945042656734135,28.99865873615478
2019-03-17,4.43055750282611,1.8267452826763348,36.88135737808014
2019-03-18,4.840296609222687,2.228815084081334,10.64595374490673
2019-03-19,18.535912026514573,19.89971544995433,30.57605404316663
2019-03-20,5.13833472073717,-1.7609950129816265,31.344496932608358
2019-03-21,3.532862512935681,1.107653094196354,33.212132926431984
2019-03-22,4.895673408231372,0.3262649624261495,30.097489274728986
2019-03-23,3.5826208874110854,1.765313140479755,23.802339180470607
2019-03-24,4.085384902006833,2.0569566330708136,25.85672725325071
2019-03-25,3.2676828454409383,-2.956455453963164,28.96202819599874
2019-03-26,3.69938902295713,1.015284273850134,29.415454575894135
2019-03-27,-3.428838874321592,1.0391080807299704,45.900336602920156
2019-03-28,1.8545475523208763,0.7105770754585202,26.56558996280516
2019-03-29,13.712877958180234,0.9217949711110505,30.530275414036666
2019-03-30,8.28925924170989,2.401946122281704,29.08465752837156
2019-03-31,3.797441465980848,10.037534233136865,27.159411798041173
2019-04-01,14.294267424263333,4.431475710701634,23.115121493432532
2019-04-02,14.15186519281954,3.0960309414053033,5.132463970895376
2019-04-03,17.934630582150277,4.823450554757455,24.631753980402976
2019-04-04,14.601523981413674,3.1406419198628943,24.999298042145895
2019-04-05,4.434817854922543,7.723889555550834,22.905174545244396
2019-04-06,3.9908251824847376,2.7327668791389477,22.316334921980427
2019-04-07,3.399585969694412,4.622701416072885,22.778638965587614
2019-04-08,2.8800112360135053,3.043453285501262,22.638537191965014
2019-04-09,4.054256442592973,5.184875619882789,20.52495801059592
2019-04-10,3.485579748321106,-3.046755418561487,36.0654868751668
2019-04-11,4.908422636626026,7.603627830782731,34.98928714912726
2019-04-12,8.465823906242678,4.6352864633047055,17.20341713145301
2019-04-13,2.710129605052822,5.483933262867598,16.408367378085096
2019-04-14,2.890383884478257,6.874379156176144,17.874273704257526
2019-04-15,3.249090693113825,9.028511334594171,18.14197712225786
2019-04-16,3.7356997834773136,5.860717702458375,3.0612049722975208
2019-04-17,2.6276676441358635,8.039560285803676,4.101677105857981
2019-04-18,1.5610549208684885,7.180256096255636,15.700100770014831
2019-04-19,1.9632413868262573,20.953453319701417,-0.7190502030093083
2019-04-20,2.6078370883136777,9.16524578833244,16.53749421388969
2019-04-21,2.416027023187946,9.69027380682424,14.550326970253506
