,tensorflow/tensorflow,chainer/chainer,Theano/Theano
2015-11-07,8.508974677343984,8.253734657933418,5.373824627639725
2015-11-08,6.716285909261687,8.199934991441175,5.944885722755959
2015-11-09,7.508968325295808,7.769074341554354,5.360017274598879
2015-11-10,5.678493702068581,7.55885683462433,7.230890960113234
2015-11-11,3.7009396463954025,11.186453698719042,6.992380944516181
2015-11-12,3.590076813006063,8.122119299633628,26.382266445822992
2015-11-13,1.818081299349493,9.51515165105185,3.896179575189505
2015-11-14,1.417268301168511,7.491387843488229,7.47139012141398
2015-11-15,2.723507622793715,12.145333116437026,5.889838678255126
2015-11-16,1.1575398039913805,36.69199643532832,5.903751121695883
2015-11-17,4.041996296079933,29.05817492371847,-0.30786400897220645
2015-11-18,4.588079188441732,8.752111025190871,4.2621848894336
2015-11-19,5.124606737384991,16.37122636998245,5.591748895047812
2015-11-20,8.515761211037603,17.089734937959523,7.484075838807655
2015-11-21,2.425303256238873,18.88936866499295,4.523153335161904
2015-11-22,2.819040740481223,4.897967430472473,5.759703124891343
2015-11-23,2.675188299439111,17.524154074725676,6.554767591307597
2015-11-24,0.2135947389244975,20.558616105563427,4.084136265770466
2015-11-25,24.61944626370071,29.561309624008757,5.482607356120719
2015-11-26,0.633424669078342,8.784026852080991,5.864803401994821
2015-11-27,-2.7773745989219445,6.53653643758826,7.315327848225121
2015-11-28,2.652845602528019,8.173022061970148,5.86855758328603
2015-11-29,2.0716686381023592,5.9608406920535115,5.6378349145122915
2015-11-30,1.6301904291062954,1.2555203180465964,22.415436409651697
2015-12-01,1.7046521327958288,1.5032649587471534,7.866488560377411
2015-12-02,6.610616933293285,9.097340731210874,29.49316491416075
2015-12-03,4.961616007787444,8.652412280610427,22.12483505153113
2015-12-04,10.14738984969225,4.9995286568353645,44.178681266994445
2015-12-05,21.418661644134684,3.43182854787729,10.27326241231047
2015-12-06,13.798620391703606,4.441520724549214,14.833623307606985
2015-12-07,5.673607800534148,2.6659416957009623,7.351611582355305
2015-12-08,22.114574405681395,5.892192488897824,-4.730862956734262
2015-12-09,12.993759287249185,4.813367169017569,4.480922816695347
2015-12-10,15.939622352136823,7.764537914512207,4.87017373941115
2015-12-11,14.971926539677495,4.411824443051427,2.1555398849675624
2015-12-12,8.486774620685255,8.891189995971006,3.5209366957455486
2015-12-13,11.136950350462659,12.3484874243327,4.560901730766224
