,AMS_ij,normalized_AMS_ij
golang/go -> swiftlang/swift,1.3861846869216203,7.307864867856939
rust-lang/rust -> swiftlang/swift,-1.8184399829365556,-11.923732307257067
swiftlang/swift -> golang/go,0.8357744453117485,-1.9955037477487927
rust-lang/rust -> golang/go,-2.3434465149282944,-0.9516308813343768
swiftlang/swift -> rust-lang/rust,-14.666927176569121,-20.888792676309638
golang/go -> rust-lang/rust,-1.9367056572908667,-8.381035741285215
