,n_commits
2014-02-01,30
2014-03-01,603
2014-04-01,304
2014-05-01,188
2014-06-01,86
2014-07-01,126
2014-08-01,115
2014-09-01,187
2014-10-01,97
2014-11-01,90
2014-12-01,110
2015-01-01,55
2015-02-01,173
2015-03-01,111
2015-04-01,28
2015-05-01,3
2015-06-01,6
2015-07-01,112
2015-08-01,280
2015-09-01,173
2015-10-01,118
2015-11-01,185
2015-12-01,203
2016-01-01,141
2016-02-01,193
2016-03-01,141
2016-04-01,16
2016-05-01,19
2016-06-01,24
2016-07-01,95
2016-08-01,162
2016-09-01,13
2016-10-01,2
2016-11-01,6
2016-12-01,61
2017-01-01,46
2017-02-01,210
2017-03-01,138
2017-04-01,49
2017-05-01,23
2017-06-01,49
2017-07-01,12
2017-08-01,2
2017-09-01,2
2017-10-01,8
2017-11-01,33
2017-12-01,0
2018-01-01,0
2018-02-01,0
2018-03-01,49
2018-04-01,30
2018-05-01,15
2018-06-01,37
2018-07-01,5
2018-08-01,13
2018-09-01,25
2018-10-01,7
2018-11-01,19
2018-12-01,41
2019-01-01,4
2019-02-01,10
2019-03-01,3
2019-04-01,1
2019-05-01,0
2019-06-01,2
2019-07-01,11
2019-08-01,13
2019-09-01,7
2019-10-01,24
2019-11-01,18
2019-12-01,3
2020-01-01,16
2020-02-01,56
2020-03-01,55
2020-04-01,47
2020-05-01,10
2020-06-01,5
2020-07-01,1
2020-08-01,40
2020-09-01,22
2020-10-01,13
2020-11-01,5
2020-12-01,5
2021-01-01,0
2021-02-01,1
2021-03-01,0
2021-04-01,0
2021-05-01,7
2021-06-01,0
2021-07-01,0
2021-08-01,3
2021-09-01,5
2021-10-01,2
2021-11-01,2
2021-12-01,20
2022-01-01,17
2022-02-01,5
2022-03-01,29
2022-04-01,13
2022-05-01,24
2022-06-01,42
2022-07-01,4
2022-08-01,2
2022-09-01,1
2022-10-01,22
2022-11-01,9
2022-12-01,1
2023-01-01,2
2023-02-01,28
2023-03-01,3
2023-04-01,0
2023-05-01,4
2023-06-01,1
2023-07-01,1
2023-08-01,3
2023-09-01,0
2023-10-01,2
2023-11-01,6
2023-12-01,3
2024-01-01,0
2024-02-01,8
2024-03-01,13
2024-04-01,4
2024-05-01,1
2024-06-01,3
2024-07-01,1
2024-08-01,0
2024-09-01,3
2024-10-01,1
2024-11-01,1
2024-12-01,22
2025-01-01,2
2025-02-01,1
2025-03-01,1
2025-04-01,0
2025-05-01,1
2025-06-01,7
