,bazelbuild/bazel,pantsbuild/pants,facebook/buck
2015-02-06,6.980538705400009,10.638936306412035,-5.151563762174026
2015-02-07,13.24822247793815,2.374026458977915,4.625135266952188
2015-02-08,12.072078233832743,5.738797610156833,70.76105759704927
2015-02-09,7.6826884973556275,12.051757708311106,-0.7750034293030131
2015-02-10,2.71153465120178,2.11494452149792,-1.3711572754568595
2015-02-11,8.017853332520462,4.268790675344073,-2.4576957369953205
2015-02-12,1.2870841017512307,2.8127467193001174,16.369227339927754
2015-02-13,-3.0194612945999912,0.6389363064120346,-5.151563762174026
2015-02-14,12.24822247793815,3.374026458977915,4.625135266952188
2015-02-15,12.072078233832743,7.738797610156833,7.761057597049275
2015-02-16,2.6826884973556275,1.0517577083111065,-0.7750034293030131
2015-02-17,-0.28846534879822006,4.11494452149792,-1.3711572754568595
2015-02-18,4.0178533325204615,6.268790675344073,-2.4576957369953205
2015-02-19,7.287084101751231,2.8127467193001174,-2.6307726600722443
2015-02-20,7.980538705400009,9.638936306412035,-5.151563762174026
2015-02-21,12.24822247793815,2.374026458977915,4.625135266952188
2015-02-22,14.072078233832743,2.7387976101568334,7.761057597049275
2015-02-23,1.6826884973556275,3.0517577083111065,-0.7750034293030131
2015-02-24,4.71153465120178,6.11494452149792,-1.3711572754568595
2015-02-25,14.017853332520462,9.268790675344073,-2.4576957369953205
2015-02-26,5.287084101751231,3.8127467193001174,-2.6307726600722443
2015-02-27,-4.019461294599991,3.6389363064120346,-5.151563762174026
2015-02-28,12.24822247793815,3.374026458977915,4.625135266952188
2015-03-01,12.072078233832743,1.7387976101568332,7.761057597049275
2015-03-02,-3.3173115026443725,3.0517577083111065,70.22499657069699
2015-03-03,-5.28846534879822,0.11494452149791967,9.62884272454314
2015-03-04,4.0178533325204615,4.268790675344073,-2.4576957369953205
2015-03-05,41.28708410175123,5.812746719300117,28.369227339927754
2015-03-06,-0.01946129459999124,5.638936306412035,10.848436237825975
2015-03-07,12.24822247793815,2.374026458977915,4.625135266952188
2015-03-08,12.072078233832743,4.738797610156833,7.761057597049275
2015-03-09,-2.3173115026443725,4.051757708311106,-0.7750034293030131
2015-03-10,27.71153465120178,3.11494452149792,-1.3711572754568595
2015-03-11,8.017853332520462,5.268790675344073,-2.4576957369953205
2015-03-12,-5.712915898248769,4.812746719300117,-2.6307726600722443
2015-03-13,35.98053870540001,4.638936306412035,-5.151563762174026
2015-03-14,12.24822247793815,1.3740264589779152,4.625135266952188
2015-03-15,12.072078233832743,4.738797610156833,7.761057597049275
2015-03-16,24.682688497355628,7.051757708311106,-0.7750034293030131
2015-03-17,-4.28846534879822,3.11494452149792,-1.3711572754568595
