,n_commits
2013-12-01,17
2014-01-01,11
2014-02-01,8
2014-03-01,14
2014-04-01,22
2014-05-01,8
2014-06-01,12
2014-07-01,24
2014-08-01,27
2014-09-01,15
2014-10-01,8
2014-11-01,16
2014-12-01,31
2015-01-01,23
2015-02-01,41
2015-03-01,36
2015-04-01,24
2015-05-01,59
2015-06-01,8
2015-07-01,14
2015-08-01,71
2015-09-01,68
2015-10-01,23
2015-11-01,70
2015-12-01,163
2016-01-01,16
2016-02-01,27
2016-03-01,56
2016-04-01,10
2016-05-01,9
2016-06-01,22
2016-07-01,12
2016-08-01,6
2016-09-01,18
2016-10-01,26
2016-11-01,5
2016-12-01,14
2017-01-01,3
2017-02-01,1
2017-03-01,31
2017-04-01,10
2017-05-01,16
2017-06-01,7
2017-07-01,14
2017-08-01,88
2017-09-01,25
2017-10-01,46
2017-11-01,28
2017-12-01,23
2018-01-01,13
2018-02-01,11
2018-03-01,11
2018-04-01,6
2018-05-01,0
2018-06-01,8
2018-07-01,5
2018-08-01,0
2018-09-01,1
2018-10-01,8
2018-11-01,7
2018-12-01,2
2019-01-01,24
2019-02-01,5
2019-03-01,6
2019-04-01,12
2019-05-01,3
2019-06-01,0
2019-07-01,3
2019-08-01,0
2019-09-01,3
